Team ID,Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
4,1850,320.0,23.0,4611.0,591.0,1498.0,0.39,294.0,786.0,0.37,297.0,712.0,0.42,0.49,223.0,302.0,0.74,126.0,515.0,641.0,170.0,135.0,35.0,181.0,436.0,1699.0,0
