Season,Team ID,Team ABV,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches,Top WS
1997,30,WAB,Washington Bullets,44,38,0.54,4th of 7,1.77,92.4,2.3,106.6,-0.1,104.9,-1.8,Lost E. Conf. 1st Rnd.,"J. Lynam (22-24), B. Staak (0-1), B. Bickerstaff (22-13)",C. Webber (9.3)
