Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1995,22.0,SAC,NBA,PF,80.0,59.0,2289.0,6.5,12.7,0.511,0.0,0.1,0.25,6.5,12.7,0.512,3.6,5.7,0.636,3.3,6.1,9.4,1.6,0.8,1.8,2.6,4.3,16.6
1996,23.0,SAC,NBA,PF,78.0,75.0,2398.0,6.4,12.6,0.507,0.1,0.3,0.235,6.4,12.4,0.513,3.9,5.4,0.732,2.6,5.6,8.2,1.9,0.6,1.5,2.8,4.0,16.8
1997,24.0,SAC,NBA,PF,24.0,15.0,607.0,5.4,12.3,0.44,0.0,0.0,,5.4,12.3,0.44,4.2,5.3,0.778,2.9,5.5,8.4,1.7,1.1,1.5,2.6,4.4,14.9
1998,25.0,POR,NBA,SF,61.0,49.0,1921.0,5.3,10.4,0.508,0.0,0.0,0.0,5.3,10.4,0.509,3.2,4.3,0.75,3.7,6.7,10.4,1.6,0.8,0.8,2.1,3.4,13.8
1999,26.0,POR,NBA,PF,48.0,46.0,1525.0,4.3,9.0,0.479,0.0,0.0,,4.3,9.0,0.479,4.3,5.3,0.814,4.1,7.0,11.1,1.6,0.5,0.8,2.3,3.2,13.0
2001,28.0,MIA,NBA,C,82.0,79.0,2771.0,6.3,13.1,0.479,0.0,0.0,0.0,6.3,13.1,0.48,3.7,4.6,0.797,2.8,6.5,9.3,1.3,0.8,0.9,2.2,3.8,16.2
2002,29.0,MIA,NBA,PF,72.0,72.0,2256.0,4.6,9.7,0.469,0.0,0.0,0.0,4.6,9.7,0.47,1.6,1.9,0.849,2.7,6.5,9.2,2.2,0.8,0.5,1.9,3.8,10.7
2003,30.0,MIA,NBA,C,82.0,82.0,2641.0,4.7,9.2,0.509,0.0,0.0,,4.7,9.2,0.509,2.2,2.8,0.771,3.3,8.1,11.4,1.4,0.9,0.6,1.8,4.1,11.5
2004,31.0,MIA,NBA,C,76.0,76.0,2303.0,4.5,9.6,0.471,0.0,0.0,0.0,4.5,9.6,0.472,1.3,1.7,0.782,2.7,5.5,8.2,1.1,0.8,0.5,1.3,4.0,10.4
2005,32.0,LAL,NBA,C,69.0,8.0,1136.0,3.3,6.6,0.493,0.0,0.0,,3.3,6.6,0.493,1.8,2.5,0.722,3.2,4.9,8.1,1.1,0.7,0.7,1.4,5.5,8.3
2006,33.0,PHO,NBA,C,21.0,2.0,248.0,3.9,9.4,0.415,0.0,0.0,,3.9,9.4,0.415,1.0,1.2,0.875,1.6,6.7,8.3,1.0,0.7,0.4,1.0,6.5,8.9
