Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2002,25,2402,POR,Portland Trail Blazers,Zach Randolph,1981-07-16,20.0,NBA,PF,41.0,238.0,16.9,0.48,0.0,0.25,15.1,19.0,17.0,9.8,1.6,1.3,11.2,25.7,0.2,0.3,0.5,0.1,-1.3,-1.7,-3.0,-0.1
2003,25,2402,POR,Portland Trail Blazers,Zach Randolph,1981-07-16,21.0,NBA,PF,77.0,1301.0,19.9,0.56,0.01,0.31,12.9,18.9,15.9,5.7,1.7,0.8,9.6,23.0,3.2,1.6,4.8,0.18,1.4,-1.3,0.1,0.7
2004,25,2402,POR,Portland Trail Blazers,Zach Randolph,1981-07-16,22.0,NBA,PF,81.0,3067.0,19.6,0.53,0.0,0.29,9.5,23.4,16.5,10.4,1.2,1.0,13.8,27.6,4.1,2.9,7.1,0.11,1.1,-1.6,-0.5,1.2
2005,25,2402,POR,Portland Trail Blazers,Zach Randolph,1981-07-16,23.0,NBA,PF,46.0,1603.0,18.6,0.51,0.01,0.34,10.7,20.8,15.9,10.2,1.1,0.8,11.6,27.7,1.6,1.5,3.1,0.09,1.0,-1.6,-0.7,0.5
2006,25,2402,POR,Portland Trail Blazers,Zach Randolph,1981-07-16,24.0,NBA,PF,74.0,2545.0,16.9,0.48,0.04,0.28,9.0,19.1,14.0,11.4,1.2,0.4,10.7,28.8,0.4,0.9,1.3,0.02,0.5,-2.6,-2.0,0.0
2007,25,2402,POR,Portland Trail Blazers,Zach Randolph,1981-07-16,25.0,NBA,PF,68.0,2425.0,22.8,0.54,0.04,0.37,10.0,25.6,17.6,12.8,1.2,0.5,12.6,33.1,3.8,1.9,5.7,0.11,3.4,-1.8,1.6,2.2
2008,20,2402,NYK,New York Knicks,Zach Randolph,1981-07-16,26.0,NBA,C,69.0,2244.0,18.0,0.51,0.08,0.27,9.1,27.6,18.0,11.8,1.4,0.6,13.6,27.4,0.9,2.0,3.0,0.06,0.5,-1.1,-0.6,0.8
2009,31,2402,TOT,Total After Trade,Zach Randolph,1981-07-16,27.0,NBA,"C,PF",50.0,1757.0,19.6,0.53,0.11,0.28,9.9,23.2,16.3,11.5,1.3,0.7,10.4,28.1,1.7,1.4,3.0,0.08,1.7,-1.6,0.1,0.9
2009,20,2402,NYK,New York Knicks,Zach Randolph,1981-07-16,27.0,NBA,C,11.0,388.0,19.8,0.52,0.13,0.35,10.9,28.3,19.3,6.6,1.7,0.6,9.5,27.1,0.4,0.5,0.9,0.11,1.3,-1.5,-0.2,0.2
2009,13,2402,LAC,Los Angeles Clippers,Zach Randolph,1981-07-16,27.0,NBA,PF,39.0,1369.0,19.6,0.54,0.11,0.26,9.6,21.7,15.5,12.9,1.1,0.7,10.7,28.4,1.2,0.9,2.2,0.08,1.8,-1.7,0.1,0.7
2010,15,2402,MEM,Memphis Grizzlies,Zach Randolph,1981-07-16,28.0,NBA,PF,81.0,3051.0,21.2,0.55,0.04,0.35,12.6,23.8,18.2,8.2,1.3,0.8,10.1,24.6,7.0,2.7,9.7,0.15,2.7,-1.4,1.3,2.5
2011,15,2402,MEM,Memphis Grizzlies,Zach Randolph,1981-07-16,29.0,NBA,PF,75.0,2724.0,22.6,0.55,0.04,0.33,14.2,26.0,20.1,10.2,1.2,0.7,10.0,25.0,6.8,3.7,10.5,0.18,3.8,-1.2,2.6,3.2
2012,15,2402,MEM,Memphis Grizzlies,Zach Randolph,1981-07-16,30.0,NBA,PF,28.0,735.0,17.9,0.5,0.03,0.31,12.1,23.9,17.9,11.2,1.5,0.4,11.0,22.4,1.0,1.1,2.1,0.14,1.0,-0.7,0.3,0.4
2013,15,2402,MEM,Memphis Grizzlies,Zach Randolph,1981-07-16,31.0,NBA,PF,76.0,2607.0,17.9,0.51,0.02,0.29,13.8,25.1,19.3,7.3,1.3,1.0,11.5,23.1,3.2,4.7,7.9,0.14,1.0,-0.7,0.2,1.5
2014,15,2402,MEM,Memphis Grizzlies,Zach Randolph,1981-07-16,32.0,NBA,PF,79.0,2705.0,18.3,0.51,0.02,0.28,11.6,23.3,17.4,12.7,1.1,0.7,12.0,26.1,2.9,3.5,6.4,0.11,0.8,-0.9,-0.1,1.3
2015,15,2402,MEM,Memphis Grizzlies,Zach Randolph,1981-07-16,33.0,NBA,PF,71.0,2304.0,19.5,0.54,0.02,0.32,11.2,25.8,18.5,11.4,1.6,0.5,12.8,24.3,3.4,3.8,7.2,0.15,1.4,-0.1,1.3,1.9
2016,15,2402,MEM,Memphis Grizzlies,Zach Randolph,1981-07-16,34.0,NBA,PF,68.0,2016.0,18.3,0.52,0.03,0.24,9.7,20.7,15.0,12.9,1.1,0.6,9.5,24.6,2.8,1.5,4.3,0.1,1.4,-1.7,-0.3,0.9
2017,15,2402,MEM,Memphis Grizzlies,Zach Randolph,1981-07-16,35.0,NBA,PF,73.0,1786.0,18.5,0.49,0.1,0.2,11.3,27.4,19.2,13.5,1.1,0.5,8.6,29.2,0.8,2.4,3.2,0.09,1.0,-1.6,-0.5,0.7
2018,26,2402,SAC,Sacramento Kings,Zach Randolph,1981-07-16,36.0,NBA,PF,59.0,1508.0,17.3,0.53,0.19,0.14,7.0,23.7,15.0,14.9,1.4,0.6,12.5,27.6,0.3,1.2,1.5,0.05,0.5,-1.5,-1.0,0.4
