Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985,13.0,451,LAC,Los Angeles Clippers,23.0,NBA,PF,75,41,21.5,2.9,5.3,0.543,0.0,0.0,,2.9,5.3,0.543,0.543,1.3,1.8,0.737,1.7,3.5,5.2,0.7,0.5,0.4,1.1,2.2,7.1
1986,13.0,451,LAC,Los Angeles Clippers,24.0,NBA,PF,78,12,20.1,2.6,5.5,0.479,0.0,0.0,0.0,2.6,5.4,0.482,0.479,1.4,2.2,0.649,2.2,3.2,5.3,1.0,0.8,0.4,1.4,2.3,6.7
1987,13.0,451,LAC,Los Angeles Clippers,25.0,NBA,PF,80,76,36.5,5.7,11.0,0.521,0.0,0.0,0.0,5.7,10.9,0.522,0.521,4.3,5.8,0.73,4.4,7.1,11.5,1.6,1.2,0.8,2.1,2.8,15.7
1988,13.0,451,LAC,Los Angeles Clippers,26.0,NBA,PF,72,70,36.9,5.0,10.6,0.47,0.0,0.0,0.0,5.0,10.6,0.471,0.47,4.5,6.6,0.688,5.2,7.9,13.0,1.5,1.3,0.8,2.2,2.7,14.5
1989,21.0,451,SEA,Seattle Supersonics,27.0,NBA,PF,80,71,31.7,3.9,7.9,0.498,0.0,0.1,0.0,3.9,7.8,0.502,0.498,2.5,3.3,0.743,3.5,6.1,9.6,1.6,1.2,0.7,1.6,2.3,10.3
1990,21.0,451,SEA,Seattle Supersonics,28.0,NBA,C,82,82,31.6,4.0,7.9,0.504,0.0,0.0,,4.0,7.9,0.504,0.504,1.8,2.6,0.698,3.7,6.3,10.0,0.9,1.0,0.5,1.1,2.8,9.7
1991,21.0,451,SEA,Seattle Supersonics,29.0,NBA,C,82,55,26.1,2.8,5.4,0.508,0.0,0.0,0.0,2.8,5.4,0.511,0.508,0.9,1.4,0.625,2.2,4.6,6.8,1.1,1.0,0.7,1.0,2.4,6.4
1992,21.0,451,SEA,Seattle Supersonics,30.0,NBA,PF,82,69,30.0,3.7,6.6,0.566,0.0,0.1,0.0,3.7,6.5,0.572,0.566,1.3,2.1,0.62,3.2,5.6,8.9,1.1,1.2,0.7,1.0,2.9,8.8
1993,21.0,451,SEA,Seattle Supersonics,31.0,NBA,C,82,66,26.3,2.7,5.1,0.526,0.0,0.0,0.0,2.7,5.1,0.528,0.526,0.7,1.6,0.469,3.3,4.8,8.0,0.8,0.9,0.6,0.7,2.2,6.1
1994,21.0,451,SEA,Seattle Supersonics,32.0,NBA,C,82,42,20.8,2.1,3.8,0.545,0.0,0.0,0.0,2.1,3.8,0.546,0.545,0.4,0.9,0.486,2.0,3.4,5.4,0.5,0.9,0.5,0.6,2.2,4.6
1995,6.0,451,CLE,Cleveland Cavaliers,33.0,NBA,C,82,21,24.9,2.2,4.1,0.521,0.0,0.0,0.0,2.2,4.1,0.524,0.521,0.6,1.1,0.602,2.5,4.4,6.9,0.7,0.7,0.8,0.7,1.8,5.0
1996,6.0,451,CLE,Cleveland Cavaliers,34.0,NBA,C,82,80,32.1,2.7,4.8,0.556,0.0,0.0,0.0,2.7,4.8,0.557,0.556,0.6,1.1,0.543,3.5,5.4,8.9,0.6,1.1,1.0,0.7,2.6,6.0
1997,23.0,451,PHI,Philadelphia 76Ers,35.0,NBA,C,82,24,15.2,0.8,1.7,0.468,0.0,0.0,,0.8,1.7,0.468,0.468,0.2,0.5,0.463,1.4,2.5,3.9,0.5,0.6,0.5,0.2,1.4,1.8
1998,3.0,451,NJN,New Jersey Nets,36.0,NBA,C,79,17,15.2,0.5,1.1,0.512,0.0,0.0,0.0,0.5,1.1,0.518,0.512,0.3,0.5,0.556,1.5,2.4,3.9,0.4,0.6,0.6,0.3,1.3,1.3
1900,3.0,451,NJN,New Jersey Nets,38.0,NBA,C,20,7,12.1,0.6,1.2,0.5,0.0,0.0,,0.6,1.2,0.5,0.5,0.2,0.2,1.0,1.7,2.4,4.1,0.5,0.4,0.4,0.2,1.5,1.4
