Season,Team ID,Team ABV,Team,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,ARENA,ATTENDANCE,ATTENDANCE/G
2002,26,SAC,Sacramento Kings,27.0,61.0,21.0,61,21,7.61,0.0,7.61,109.0,101.1,7.9,95.6,0.31,0.17,0.54,0.5,12.4,27.9,0.23,71.7,ARCO Arena (II),709997,17317
