Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005,5,514,CHI,Chicago Bulls,22.0,NBA,C,6.0,0.0,28.7,3.2,6.7,0.48,0.0,0.0,,3.2,6.7,0.48,0.48,5.3,7.7,0.7,4.8,4.8,9.7,1.3,0.2,2.2,1.3,4.5,11.7
2006,5,514,CHI,Chicago Bulls,23.0,NBA,C,6.0,0.0,17.3,0.7,1.0,0.67,0.0,0.0,,0.7,1.0,0.67,0.67,0.5,1.7,0.3,1.3,3.2,4.5,0.5,0.3,0.3,1.0,4.8,1.8
2008,19,514,NOH,New Orleans Hornets,25.0,NBA,C,12.0,12.0,34.3,3.6,5.7,0.63,0.0,0.0,,3.6,5.7,0.63,0.63,0.8,1.3,0.62,3.8,6.5,10.3,0.4,0.4,1.7,0.8,3.6,8.0
2009,19,514,NOH,New Orleans Hornets,26.0,NBA,C,4.0,4.0,23.5,1.5,3.0,0.5,0.0,0.0,,1.5,3.0,0.5,0.5,0.8,1.5,0.5,2.0,3.3,5.3,0.5,0.5,0.3,2.0,4.3,3.8
2010,4,514,CHA,Charlotte Bobcats,27.0,NBA,C,4.0,0.0,15.0,1.5,2.8,0.55,0.0,0.0,,1.5,2.8,0.55,0.55,0.5,0.8,0.67,0.8,1.8,2.5,0.5,0.5,0.8,1.0,4.0,3.5
2011,7,514,DAL,Dallas Mavericks,28.0,NBA,C,21.0,21.0,32.4,2.7,4.7,0.58,0.0,0.0,,2.7,4.7,0.58,0.58,2.5,3.7,0.68,3.8,5.4,9.2,0.4,0.6,0.9,0.7,3.7,8.0
2012,20,514,NYK,New York Knicks,29.0,NBA,C,5.0,5.0,33.4,2.2,5.0,0.44,0.0,0.0,,2.2,5.0,0.44,0.44,1.8,3.0,0.6,3.6,5.4,9.0,0.8,1.4,1.4,3.0,3.6,6.2
2013,20,514,NYK,New York Knicks,30.0,NBA,C,12.0,12.0,29.2,2.3,4.3,0.54,0.0,0.0,,2.3,4.3,0.54,0.54,1.0,1.3,0.75,3.3,4.0,7.3,0.3,0.7,1.2,0.9,4.0,5.7
2015,7,514,DAL,Dallas Mavericks,32.0,NBA,C,5.0,5.0,32.0,3.8,5.8,0.66,0.0,0.0,,3.8,5.8,0.66,0.66,2.6,5.2,0.5,5.4,5.4,10.8,0.2,0.6,1.2,1.0,3.2,10.2
2020,11,514,HOU,Houston Rockets,37.0,NBA,C,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
