SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1991,2,BOS,Reggie Lewis,25,79,79,2878,10.1,20.6,0.49,0.0,0.2,0.08,10.1,20.4,0.5,4.8,5.8,0.83,2.0,4.9,6.9,3.4,1.7,1.4,2.5,4.0,25.0,,112,108
1991,2,BOS,Brian Shaw,24,79,79,2772,7.8,16.6,0.47,0.1,0.5,0.11,7.7,16.1,0.48,3.6,4.4,0.82,1.8,4.7,6.5,10.6,1.8,0.6,3.9,3.6,19.2,,109,108
1991,2,BOS,Kevin Gamble,25,82,76,2706,9.9,16.8,0.59,0.0,0.1,0.0,9.9,16.7,0.59,3.3,4.1,0.82,1.5,3.3,4.8,4.6,1.8,0.6,2.7,4.3,23.1,,120,110
1991,2,BOS,Robert Parish,37,81,81,2441,9.7,16.2,0.6,0.0,0.0,0.0,9.7,16.2,0.6,4.7,6.2,0.77,5.4,11.7,17.1,1.3,1.3,2.1,3.1,3.9,24.1,,122,103
1991,2,BOS,Larry Bird,34,60,60,2277,9.9,21.8,0.45,1.6,4.2,0.39,8.2,17.5,0.47,3.5,3.9,0.89,1.1,9.8,10.9,9.2,2.3,1.2,4.0,2.5,24.9,,109,103
1991,2,BOS,Kevin McHale,33,68,10,2067,11.9,21.5,0.55,0.4,0.9,0.4,11.5,20.6,0.56,5.4,6.5,0.83,3.4,7.9,11.3,3.0,0.6,3.4,3.3,4.6,29.5,,118,106
1991,2,BOS,Dee Brown,22,82,5,1945,7.1,15.3,0.46,0.2,0.9,0.21,6.9,14.5,0.48,3.4,3.9,0.87,1.0,3.5,4.6,8.6,2.1,0.4,3.4,4.0,17.8,,108,109
1991,2,BOS,Ed Pinckney,27,70,16,1165,5.5,10.2,0.54,0.0,0.0,0.0,5.5,10.1,0.54,4.4,4.9,0.9,6.5,7.8,14.3,1.9,2.6,1.8,1.9,6.2,15.3,,131,104
1991,2,BOS,Joe Kleine,29,72,1,850,5.9,12.5,0.47,0.0,0.1,0.0,5.9,12.4,0.47,3.1,4.0,0.78,4.1,9.9,14.0,1.2,0.9,0.8,3.0,6.2,14.8,,102,106
1991,2,BOS,Michael Smith,25,47,3,389,11.9,25.1,0.48,0.8,3.0,0.25,11.2,22.1,0.51,2.8,3.4,0.82,2.6,4.4,7.0,5.4,0.8,0.3,4.6,3.4,27.3,,101,111
1991,2,BOS,Stojko VrankoviA,27,31,0,166,7.0,15.3,0.46,0.0,0.0,,7.0,15.3,0.46,2.9,5.3,0.56,4.4,10.6,15.0,1.2,0.3,8.5,7.0,12.6,17.0,,80,100
1991,2,BOS,Dave Popson,26,19,0,64,9.9,24.4,0.41,0.0,0.0,,9.9,24.4,0.41,6.9,7.6,0.9,5.3,5.3,10.7,1.5,0.8,1.5,4.6,9.1,26.7,,98,109
1991,2,BOS,A.J. Wynder,26,6,0,39,3.8,15.0,0.25,0.0,1.3,0.0,3.8,13.8,0.27,7.5,10.0,0.75,1.3,2.5,3.8,10.0,1.3,0.0,5.0,1.3,15.0,,87,112
1991,2,BOS,Charles Smith,23,5,0,30,4.9,11.4,0.43,0.0,0.0,,4.9,11.4,0.43,4.9,8.1,0.6,0.0,3.3,3.3,9.8,1.6,0.0,4.9,11.4,14.6,,94,110
1991,2,BOS,Derek Smith,29,2,0,16,3.0,12.2,0.25,0.0,3.0,0.0,3.0,9.1,0.33,9.1,12.2,0.75,0.0,0.0,0.0,15.2,3.0,3.0,3.0,9.1,15.2,,107,107
