Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1994,31,2047,TOT,Total After Trade,24.0,NBA,C,23.0,367.0,8.9,0.5,0.0,0.37,8.8,16.5,12.4,6.1,1.9,0.4,16.6,13.2,,0.1,0.3,0.4,0.05,,-4.4,-0.1,-4.5,-0.2
1994,7,2047,DAL,Dallas Mavericks,24.0,NBA,C,22.0,363.0,8.8,0.5,0.0,0.37,8.9,16.4,12.4,6.2,2.0,0.4,16.8,13.2,,0.1,0.3,0.3,0.04,,-4.4,-0.2,-4.6,-0.2
1994,29,2047,UTA,Utah Jazz,24.0,NBA,C,1.0,4.0,19.4,1.0,0.0,0.0,0.0,28.5,14.4,0.0,0.0,0.0,0.0,11.1,,0.0,0.0,0.0,0.25,,0.1,0.8,0.9,0.0
