Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1983,9,DET,Detroit Pistons,54,Kent Benson,C,6-10,235,1954-12-27,US,5,Indiana
1983,9,DET,Detroit Pistons,15,Vinnie Johnson,SG,6-2,200,1956-09-01,US,3,Baylor
1983,9,DET,Detroit Pistons,34,Jim Johnstone,PF,6-11,245,1960-09-20,US,R,Wake Forest
1983,9,DET,Detroit Pistons,42,Edgar Jones,PF,6-10,225,1956-06-17,US,2,Nevada
1983,9,DET,Detroit Pistons,40,Bill Laimbeer,C,6-11,245,1957-05-19,US,2,Notre Dame
1983,9,DET,Detroit Pistons,53,Cliff Levingston,PF,6-8,210,1961-01-04,US,R,Wichita State
1983,9,DET,Detroit Pistons,25,John Long,SG,6-5,195,1956-08-28,US,4,Detroit Mercy
1983,9,DET,Detroit Pistons,24,Scott May,SF,6-7,215,1954-03-19,US,6,Indiana
1983,9,DET,Detroit Pistons,44,Tom Owens,C,6-10,215,1949-06-28,US,11,South Carolina
1983,9,DET,Detroit Pistons,22,Ricky Pierce,SG,6-4,205,1959-08-19,US,R,Rice University
1983,9,DET,Detroit Pistons,33,Walker Russell,PG,6-5,195,1960-10-26,US,R,"Houston, Western Michigan"
1983,9,DET,Detroit Pistons,32,Jim Smith,PF,6-9,225,1958-04-12,US,1,Ohio State
1983,9,DET,Detroit Pistons,11,Isiah Thomas,PG,6-1,180,1961-04-30,US,1,Indiana
1983,9,DET,Detroit Pistons,24,Ray Tolbert,PF,6-9,225,1958-09-10,US,1,Indiana
1983,9,DET,Detroit Pistons,7,Kelly Tripucka,SF,6-6,220,1959-02-16,US,1,Notre Dame
1983,9,DET,Detroit Pistons,41,Terry Tyler,SF,6-7,215,1956-10-30,US,4,Detroit Mercy
1983,9,DET,Detroit Pistons,34,James Wilkes,SF,6-7,195,1958-04-01,US,2,UCLA
1983,9,DET,Detroit Pistons,34,Jim Zoet,C,7-1,240,1953-12-20,CA,R,Kent State University
