PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kevin Garnett,24,4,4,41.3,6.8,14.5,0.466,0.0,0.8,0.0,6.8,13.8,0.491,0.466,7.5,9.0,0.833,2.5,9.5,12.0,4.3,1.0,1.5,1.5,3.3,21.0
Terrell Brandon,30,4,4,38.3,6.8,15.5,0.435,1.0,2.3,0.444,5.8,13.3,0.434,0.46799999999999997,0.8,0.8,1.0,0.5,3.8,4.3,6.3,1.0,0.5,2.0,2.5,15.3
Wally Szczerbiak,23,4,4,35.8,4.5,9.3,0.486,0.0,0.3,0.0,4.5,9.0,0.5,0.486,5.0,6.3,0.8,1.0,3.5,4.5,2.5,1.3,0.8,3.0,1.5,14.0
Anthony Peeler,31,4,4,34.3,3.5,13.3,0.264,1.5,4.3,0.353,2.0,9.0,0.222,0.321,0.0,0.0,,0.8,2.8,3.5,1.8,1.8,0.3,1.5,2.5,8.5
LaPhonso Ellis,30,4,0,19.3,2.3,5.8,0.391,0.0,0.3,0.0,2.3,5.5,0.409,0.391,1.5,2.0,0.75,1.8,1.8,3.5,0.0,0.3,0.8,1.3,3.3,6.0
Felipe López,26,4,0,13.8,1.8,5.5,0.318,0.3,1.3,0.2,1.5,4.3,0.353,0.341,0.5,0.8,0.667,1.0,1.8,2.8,1.3,1.0,0.0,0.5,1.3,4.3
Dean Garrett,34,3,2,13.7,1.3,4.0,0.33299999999999996,0.0,0.0,,1.3,4.0,0.33299999999999996,0.33299999999999996,1.7,2.0,0.833,0.7,2.3,3.0,0.0,0.3,0.3,0.0,2.0,4.3
Reggie Slater,30,4,0,13.0,1.5,4.0,0.375,0.0,0.0,,1.5,4.0,0.375,0.375,0.3,0.5,0.5,1.3,2.3,3.5,0.0,0.5,0.8,0.8,3.8,3.3
Sam Mitchell,37,4,0,12.5,0.5,2.5,0.2,0.0,0.3,0.0,0.5,2.3,0.222,0.2,0.5,0.5,1.0,0.3,1.5,1.8,0.8,0.3,0.0,0.3,1.3,1.5
Rasho Nesterović,24,4,2,12.3,1.3,3.3,0.385,0.0,0.0,,1.3,3.3,0.385,0.385,0.0,0.0,,1.3,1.8,3.0,0.8,0.3,0.8,0.8,2.3,2.5
Chauncey Billups,24,3,0,8.7,0.3,2.0,0.16699999999999998,0.0,0.3,0.0,0.3,1.7,0.2,0.16699999999999998,0.3,0.3,1.0,0.3,1.3,1.7,0.7,0.0,0.0,0.3,1.7,1.0
William Avery,21,2,0,6.0,1.5,3.0,0.5,0.5,1.0,0.5,1.0,2.0,0.5,0.583,0.0,0.0,,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.0,3.5
