PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jason Kidd,27,4,4,41.5,5.5,17.3,0.319,1.0,4.3,0.235,4.5,13.0,0.34600000000000003,0.348,2.3,3.0,0.75,2.3,3.8,6.0,13.3,2.0,0.0,3.0,3.3,14.3
Shawn Marion,22,4,4,34.8,5.8,15.5,0.371,0.3,0.3,1.0,5.5,15.3,0.361,0.379,3.0,3.5,0.857,2.5,5.8,8.3,0.8,1.5,1.5,1.5,3.3,14.8
Tony Delk,27,4,0,28.5,4.5,10.8,0.419,1.0,2.5,0.4,3.5,8.3,0.424,0.465,1.8,2.8,0.636,1.3,2.8,4.0,1.0,0.8,0.0,1.3,1.8,11.8
Clifford Robinson,34,4,4,28.5,5.3,12.5,0.42,1.0,4.0,0.25,4.3,8.5,0.5,0.46,3.5,5.5,0.636,1.5,2.5,4.0,1.0,1.5,0.5,2.3,3.5,15.0
Mario Elie,37,4,4,25.8,3.5,7.8,0.452,0.5,3.3,0.154,3.0,4.5,0.667,0.484,1.5,2.0,0.75,0.5,2.8,3.3,1.8,0.8,0.3,0.5,1.5,9.0
Tom Gugliotta,31,4,0,21.5,2.0,6.5,0.308,0.0,0.0,,2.0,6.5,0.308,0.308,1.8,2.3,0.778,1.0,2.8,3.8,0.8,2.0,0.3,1.3,2.3,5.8
Rodney Rogers,29,4,0,20.5,3.0,10.0,0.3,0.5,2.5,0.2,2.5,7.5,0.33299999999999996,0.325,2.3,3.5,0.643,0.8,2.8,3.5,0.5,0.5,0.8,1.3,4.0,8.8
Jake Tsakalidis,21,4,4,18.8,1.5,4.0,0.375,0.0,0.0,,1.5,4.0,0.375,0.375,0.0,0.0,,2.5,4.5,7.0,0.0,0.0,1.8,0.3,2.8,3.0
Daniel Santiago,24,1,0,12.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.0,,1.0,4.0,5.0,0.0,0.0,2.0,1.0,2.0,2.0
Vinny Del Negro,34,3,0,8.7,1.3,2.3,0.5710000000000001,0.0,0.0,,1.3,2.3,0.5710000000000001,0.5710000000000001,0.0,0.0,,0.0,0.7,0.7,1.7,0.0,0.0,0.0,0.7,2.7
Chris Dudley,35,3,0,8.7,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.0,0.0,,1.0,1.3,2.3,0.0,0.3,0.3,1.3,0.3,0.7
Elliot Perry,31,2,0,8.5,3.0,5.0,0.6,0.0,0.5,0.0,3.0,4.5,0.667,0.6,0.5,0.5,1.0,0.5,1.5,2.0,2.0,1.0,0.0,0.0,0.0,6.5
