PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Eddie Jones,29,3,3,36.0,7.3,14.7,0.5,2.3,5.3,0.43799999999999994,5.0,9.3,0.536,0.58,2.0,2.3,0.857,0.7,5.3,6.0,2.3,1.0,0.3,2.3,3.0,19.0
Anthony Mason,34,3,3,32.7,1.7,4.3,0.385,0.0,0.3,0.0,1.7,4.0,0.41700000000000004,0.385,2.0,2.0,1.0,0.3,2.7,3.0,1.3,0.3,0.0,2.3,2.0,5.3
Alonzo Mourning,30,3,3,30.3,4.0,8.3,0.48,0.0,0.0,,4.0,8.3,0.48,0.48,3.7,6.3,0.579,1.0,4.3,5.3,1.0,0.0,1.7,1.7,3.0,11.7
Brian Grant,28,3,0,28.0,3.3,8.0,0.41700000000000004,0.0,0.0,,3.3,8.0,0.41700000000000004,0.41700000000000004,3.3,4.7,0.7140000000000001,2.0,6.0,8.0,0.3,0.0,1.7,2.0,3.0,10.0
Dan Majerle,35,3,0,23.7,1.7,5.3,0.313,1.3,4.7,0.28600000000000003,0.3,0.7,0.5,0.43799999999999994,0.7,1.3,0.5,1.0,2.3,3.3,1.7,1.0,0.0,0.7,2.3,5.3
Anthony Carter,25,3,1,23.0,3.0,6.3,0.474,0.0,0.3,0.0,3.0,6.0,0.5,0.474,0.0,0.0,,0.0,2.0,2.0,3.7,0.7,0.3,3.3,3.0,6.0
Eddie House,22,3,0,21.3,5.3,13.3,0.4,0.7,2.3,0.28600000000000003,4.7,11.0,0.424,0.425,1.3,1.7,0.8,0.3,1.3,1.7,1.7,1.0,0.3,1.7,2.3,12.7
Bruce Bowen,29,3,3,19.3,1.7,5.3,0.313,0.7,2.7,0.25,1.0,2.7,0.375,0.375,0.0,0.0,,0.3,0.3,0.7,0.7,0.7,0.7,0.7,2.7,4.0
Tim Hardaway,34,2,2,18.0,1.0,4.5,0.222,0.5,1.5,0.33299999999999996,0.5,3.0,0.16699999999999998,0.278,0.0,0.0,,0.5,0.5,1.0,4.5,0.0,0.0,4.0,2.0,2.5
A.C. Green,37,3,0,7.0,0.3,1.0,0.33299999999999996,0.0,0.0,,0.3,1.0,0.33299999999999996,0.33299999999999996,0.3,0.3,1.0,0.3,1.0,1.3,0.7,0.3,0.0,0.3,1.3,1.0
Duane Causwell,32,1,0,5.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
Cedric Ceballos,31,3,0,5.0,0.7,2.3,0.28600000000000003,0.0,0.0,,0.7,2.3,0.28600000000000003,0.28600000000000003,0.3,0.7,0.5,1.0,1.0,2.0,0.3,0.0,0.0,0.3,1.0,1.7
