Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2005,12,1547,IND,Indiana Pacers,24.0,NBA,SF,13.0,0.0,214.0,5.0,12.1,0.41,2.6,6.6,0.4,2.4,5.5,0.43,1.1,2.4,0.44,1.3,5.8,7.1,2.6,1.8,1.8,1.1,4.7,13.7,,107.0,102.0
2006,24,1547,PHO,Phoenix Suns,25.0,NBA,SF,20.0,6.0,353.0,4.1,12.1,0.34,1.2,3.8,0.31,2.9,8.2,0.36,3.2,3.8,0.85,2.4,8.2,10.6,0.7,0.7,2.7,1.3,3.7,12.7,,97.0,111.0
2007,24,1547,PHO,Phoenix Suns,26.0,NBA,SF,11.0,6.0,171.0,5.7,10.7,0.53,2.4,5.4,0.44,3.3,5.4,0.61,2.7,3.3,0.82,0.9,3.6,4.5,0.9,0.6,0.6,1.2,3.3,16.4,,126.0,110.0
2009,16,1547,MIA,Miami Heat,28.0,NBA,SF,7.0,7.0,235.0,4.2,7.9,0.53,2.7,5.4,0.5,1.5,2.5,0.6,5.4,5.9,0.92,0.5,3.5,4.0,1.2,0.7,0.2,1.0,4.7,16.6,,152.0,111.0
2010,16,1547,MIA,Miami Heat,29.0,NBA,SF,1.0,0.0,9.0,0.0,5.9,0.0,0.0,5.9,0.0,0.0,0.0,,11.7,11.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,5.9,11.7,,75.0,113.0
2011,16,1547,MIA,Miami Heat,30.0,NBA,SF,12.0,0.0,272.0,4.9,10.4,0.47,3.5,7.6,0.46,1.4,2.9,0.5,2.7,2.7,1.0,0.6,5.5,6.1,0.4,1.2,0.4,0.8,4.9,16.0,,134.0,107.0
2012,16,1547,MIA,Miami Heat,31.0,NBA,SG,20.0,0.0,173.0,5.0,13.6,0.37,2.8,9.5,0.3,2.2,4.1,0.54,3.2,3.2,1.0,1.6,4.7,6.3,0.6,0.9,0.3,1.3,3.8,16.1,,111.0,106.0
2013,16,1547,MIA,Miami Heat,32.0,NBA,SF,9.0,0.0,33.0,5.0,11.7,0.43,5.0,6.7,0.75,0.0,5.0,0.0,0.0,0.0,,0.0,5.0,5.0,0.0,0.0,1.7,3.3,5.0,15.0,,93.0,108.0
2014,16,1547,MIA,Miami Heat,33.0,NBA,SF,15.0,0.0,126.0,8.0,17.7,0.45,6.6,14.1,0.47,1.3,3.5,0.38,0.9,1.3,0.67,1.3,3.5,4.9,2.2,1.3,0.9,0.0,7.5,23.4,,132.0,113.0
2015,6,1547,CLE,Cleveland Cavaliers,34.0,NBA,SF,20.0,0.0,311.0,4.4,12.8,0.35,3.7,10.9,0.34,0.7,1.9,0.36,2.2,2.4,0.93,0.2,4.8,4.9,1.5,1.4,0.5,0.9,7.1,14.8,,113.0,106.0
2016,6,1547,CLE,Cleveland Cavaliers,35.0,NBA,SF,12.0,0.0,55.0,1.9,9.6,0.2,1.0,6.7,0.14,1.0,2.9,0.33,1.0,3.9,0.25,1.0,2.9,3.9,2.9,0.0,0.0,1.0,2.9,5.8,,70.0,114.0
2017,6,1547,CLE,Cleveland Cavaliers,36.0,NBA,SF,8.0,0.0,30.0,1.7,8.3,0.2,0.0,5.0,0.0,1.7,3.3,0.5,0.0,0.0,,1.7,5.0,6.6,0.0,0.0,0.0,3.3,5.0,3.3,,41.0,118.0
