Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007,21.0,MIA,NBA,SF,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,23.0,MIA,NBA,SF,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,24.0,MIA,NBA,SF,5.0,0.0,112.0,2.9,8.0,0.36,0.6,2.6,0.25,2.3,5.5,0.412,1.6,1.6,1.0,0.6,5.5,6.1,2.9,0.6,0.0,1.9,1.0,8.0
2014,28.0,POR,NBA,SF,8.0,0.0,88.0,2.9,7.8,0.368,1.6,4.9,0.333,1.2,2.9,0.429,4.5,6.1,0.733,0.8,5.7,6.5,1.2,1.2,3.7,2.0,3.3,11.9
2016,30.0,MIA,NBA,SF,5.0,0.0,19.0,9.5,18.9,0.5,3.8,9.5,0.4,5.7,9.5,0.6,7.6,7.6,1.0,0.0,11.4,11.4,3.8,0.0,0.0,0.0,3.8,30.3
