PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Paul Westphal,29,8,,253,13.0,26.8,0.486,0.2,2.3,0.083,12.8,24.6,0.523,5.3,6.0,0.875,0.4,1.5,1.9,5.9,2.1,0.6,2.5,3.8,31.6,,109,112
Alvan Adams,25,8,,251,10.7,18.9,0.5660000000000001,0.0,0.0,,10.7,18.9,0.5660000000000001,3.2,3.6,0.895,3.4,11.2,14.7,8.8,1.3,1.9,4.6,4.6,24.6,,112,104
Walter Davis,25,8,,245,13.5,26.7,0.504,0.0,0.6,0.0,13.5,26.1,0.515,5.5,7.4,0.737,1.8,2.7,4.5,6.8,0.8,0.2,3.9,3.9,32.4,,106,114
Don Buse,29,8,,236,5.7,13.0,0.43799999999999994,1.0,2.6,0.385,4.7,10.3,0.451,1.4,2.2,0.636,1.6,2.6,4.3,8.9,1.2,0.0,2.6,3.0,13.8,,105,113
Gar Heard,31,8,,223,4.7,12.0,0.39299999999999996,0.0,0.0,,4.7,12.0,0.39299999999999996,2.4,3.2,0.733,4.1,6.9,10.9,2.6,1.9,2.4,1.7,4.9,11.8,,100,106
Mike Bratz,24,8,,169,12.2,23.8,0.512,2.5,6.5,0.391,9.6,17.3,0.557,2.5,2.8,0.9,1.7,4.0,5.7,4.5,2.5,0.0,3.7,5.7,29.4,,108,109
Rich Kelley,26,8,,146,6.2,14.4,0.43200000000000005,0.0,0.3,0.0,6.2,14.1,0.442,2.9,3.3,0.9,4.6,7.2,11.8,7.2,2.9,2.3,3.3,5.6,15.4,,104,104
Alvin Scott,24,8,,140,5.8,11.3,0.515,0.0,0.7,0.0,5.8,10.6,0.5479999999999999,1.4,2.7,0.5,2.7,4.8,7.5,3.4,1.4,1.7,2.4,2.7,13.0,,101,110
Johnny High,22,8,,120,4.8,12.3,0.387,0.0,0.8,0.0,4.8,11.6,0.414,3.2,6.4,0.5,4.0,6.0,10.0,8.0,2.4,0.8,2.8,8.0,12.7,,98,107
Jeff Cook,23,7,,98,7.8,11.7,0.667,0.0,0.0,,7.8,11.7,0.667,10.7,12.7,0.846,2.4,7.8,10.2,3.4,2.0,1.0,2.4,4.9,26.3,,143,106
Truck Robinson,28,3,,64,4.5,11.9,0.375,0.0,0.0,,4.5,11.9,0.375,3.7,5.2,0.7140000000000001,3.7,11.2,14.9,3.0,2.2,1.5,6.0,4.5,12.7,,78,103
