PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Calvin Natt,23,3,,125,8.6,19.6,0.43799999999999994,0.0,0.8,0.0,8.6,18.8,0.457,2.5,4.1,0.6,3.7,6.1,9.8,0.8,0.8,0.4,4.1,2.9,19.6,,91,111
Kermit Washington,28,3,,121,5.5,11.0,0.5,0.0,0.4,0.0,5.5,10.6,0.52,2.1,3.4,0.625,5.1,8.0,13.1,2.5,0.4,1.7,1.7,3.8,13.1,,116,109
Ron Brewer,24,3,,106,12.5,29.4,0.426,0.0,1.4,0.0,12.5,28.0,0.44799999999999995,2.4,4.3,0.556,0.5,1.0,1.4,2.9,1.4,0.5,3.4,4.8,27.5,,92,114
Billy Ray Bates,23,3,,104,15.2,29.0,0.525,1.0,3.4,0.28600000000000003,14.3,25.6,0.5579999999999999,5.4,6.9,0.7859999999999999,1.0,3.9,4.9,5.9,2.5,0.5,7.4,6.4,36.9,,105,109
Tom Owens,30,3,,83,8.6,16.0,0.5379999999999999,0.0,0.0,,8.6,16.0,0.5379999999999999,3.1,4.9,0.625,8.0,4.9,12.9,1.2,0.6,1.2,3.1,8.6,20.3,,114,111
Jim Brewer,28,3,,67,7.6,7.6,1.0,0.0,0.0,,7.6,7.6,1.0,0.8,2.3,0.33299999999999996,4.6,7.6,12.2,2.3,3.8,1.5,0.8,4.6,16.0,,172,102
Bob Gross,26,3,,51,3.0,9.0,0.33299999999999996,0.0,0.0,,3.0,9.0,0.33299999999999996,6.0,6.0,1.0,1.0,3.0,4.0,4.0,1.0,0.0,3.0,8.0,12.0,,102,113
Jim Paxson,22,3,,44,5.8,18.6,0.313,0.0,0.0,,5.8,18.6,0.313,7.0,7.0,1.0,0.0,4.6,4.6,3.5,2.3,1.2,2.3,2.3,18.6,,96,108
T.R. Dunn,24,3,,24,4.3,17.0,0.25,0.0,0.0,,4.3,17.0,0.25,4.3,4.3,1.0,2.1,6.4,8.5,8.5,2.1,0.0,2.1,6.4,12.8,,91,108
Dave Twardzik,29,2,,20,2.6,10.2,0.25,0.0,0.0,,2.6,10.2,0.25,0.0,0.0,,2.6,7.7,10.2,5.1,5.1,0.0,7.7,5.1,5.1,,49,101
