SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1980,23,PHI,Julius Erving,29,18,,694,11.5,23.6,0.49,0.1,0.6,0.22,11.4,23.0,0.5,7.5,9.5,0.79,2.2,7.3,9.5,5.5,2.5,2.6,3.9,3.9,30.7,,108,99
1980,23,PHI,Maurice Cheeks,23,18,,675,6.4,12.5,0.51,0.1,0.4,0.2,6.3,12.1,0.52,2.1,2.9,0.71,1.6,3.7,5.3,8.0,3.2,0.3,3.2,3.1,14.9,,105,102
1980,23,PHI,Caldwell Jones,29,18,,639,4.4,9.8,0.45,0.0,0.2,0.0,4.4,9.6,0.46,3.2,3.9,0.81,3.8,10.2,14.0,2.6,1.0,2.8,2.8,5.7,12.0,,101,99
1980,23,PHI,Lionel Hollins,26,18,,618,7.6,18.3,0.42,0.0,0.8,0.0,7.6,17.5,0.44,4.2,5.3,0.79,1.3,4.2,5.6,8.9,2.1,0.2,3.6,3.8,19.4,,98,104
1980,23,PHI,Darryl Dawkins,23,18,,607,10.1,19.0,0.53,0.0,0.2,0.0,10.1,18.8,0.54,4.8,7.4,0.64,3.5,7.4,10.9,2.6,1.0,3.4,3.7,6.0,24.9,,105,101
1980,23,PHI,Bobby Jones,28,18,,470,9.3,17.7,0.52,0.0,0.1,0.0,9.3,17.6,0.53,5.5,6.4,0.86,3.0,5.9,8.9,3.2,2.2,3.3,2.4,5.8,24.0,,116,100
1980,23,PHI,Henry Bibby,30,18,,400,5.4,15.0,0.36,0.6,1.6,0.38,4.8,13.4,0.36,4.8,6.1,0.8,1.8,3.5,5.3,6.3,0.8,0.0,3.3,4.2,16.3,,96,107
1980,23,PHI,Steve Mix,32,17,,200,10.7,23.3,0.46,0.0,0.0,,10.7,23.3,0.46,6.1,6.8,0.89,2.4,5.1,7.5,3.1,1.9,1.2,3.6,5.3,27.4,,101,103
1980,23,PHI,Jim Spanarkel,22,5,,8,0.0,12.1,0.0,0.0,0.0,,0.0,12.1,0.0,12.1,12.1,1.0,0.0,6.1,6.1,6.1,0.0,0.0,0.0,6.1,12.1,,98,107
1980,23,PHI,Bernard Toone,23,4,,6,0.0,32.3,0.0,0.0,8.1,0.0,0.0,24.2,0.0,0.0,0.0,,0.0,8.1,8.1,8.1,0.0,0.0,0.0,8.1,0.0,,15,105
1980,23,PHI,Clint Richardson,23,3,,3,16.1,48.4,0.33,0.0,32.3,0.0,16.1,16.1,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,16.1,0.0,16.1,0.0,32.3,,49,79
