PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Larry Bird,23,9,,372,11.0,23.4,0.469,0.5,2.0,0.267,10.5,21.5,0.488,2.9,3.3,0.88,2.9,10.5,13.4,5.6,1.9,1.1,4.4,4.0,25.4,,101,96
Tiny Archibald,31,9,,332,6.7,13.2,0.506,0.1,0.3,0.5,6.5,12.9,0.506,5.5,6.2,0.8809999999999999,0.4,1.2,1.6,10.5,1.5,0.0,5.6,4.2,19.0,,105,104
Cedric Maxwell,24,9,,320,9.1,14.3,0.634,0.0,0.0,,9.1,14.3,0.634,7.1,9.4,0.754,4.8,9.1,13.9,2.9,0.8,1.5,3.4,3.8,25.2,,126,99
Dave Cowens,31,9,,301,8.0,16.9,0.47600000000000003,0.0,0.3,0.0,8.0,16.5,0.485,1.6,1.8,0.909,2.9,7.9,10.8,3.4,1.5,1.1,1.3,6.1,17.7,,111,98
Chris Ford,31,9,,279,6.0,13.9,0.43,0.4,2.3,0.154,5.6,11.7,0.485,2.1,2.6,0.8,1.6,2.8,4.4,3.7,2.5,1.1,2.3,6.2,14.5,,99,100
M.L. Carr,29,9,,172,9.2,22.9,0.4,0.6,1.4,0.4,8.6,21.5,0.4,4.6,6.9,0.667,4.0,5.4,9.5,3.2,1.7,0.3,2.0,5.7,23.5,,101,100
Rick Robey,24,9,,151,7.8,17.3,0.45299999999999996,0.0,0.3,0.0,7.8,17.0,0.462,2.3,4.6,0.5,4.2,6.2,10.4,3.3,2.3,1.0,2.6,8.8,17.9,,99,98
Pete Maravich,32,9,,104,11.8,24.2,0.49,0.9,2.8,0.33299999999999996,10.9,21.3,0.511,0.9,1.4,0.667,0.0,3.8,3.8,2.8,1.4,0.0,4.3,5.7,25.6,,93,102
Gerald Henderson,24,9,,101,7.3,18.0,0.405,0.0,1.0,0.0,7.3,17.1,0.429,5.9,9.8,0.6,2.0,2.9,4.9,5.9,2.0,0.0,3.4,3.9,20.5,,96,102
Eric Fernsten,26,5,,18,5.5,16.4,0.33299999999999996,0.0,0.0,,5.5,16.4,0.33299999999999996,5.5,8.2,0.667,8.2,5.5,13.7,0.0,0.0,8.2,5.5,2.7,16.4,,83,96
Jeff Judkins,23,7,,10,19.7,39.4,0.5,4.9,14.8,0.33299999999999996,14.8,24.6,0.6,0.0,0.0,,14.8,4.9,19.7,0.0,4.9,0.0,0.0,0.0,44.3,,125,95
