PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Scott Wedman,27,3,,116,12.6,27.7,0.45299999999999996,0.9,1.3,0.667,11.7,26.4,0.44299999999999995,3.5,4.8,0.727,2.6,6.5,9.1,3.9,0.4,1.3,0.9,3.9,29.4,,114,109
Otis Birdsong,24,3,,112,13.5,27.8,0.484,0.0,1.3,0.0,13.5,26.5,0.508,2.7,6.3,0.429,4.9,5.4,10.3,3.1,1.8,0.0,2.7,2.2,29.6,,103,108
Phil Ford,23,3,,110,9.1,19.6,0.465,1.4,1.8,0.75,7.8,17.8,0.436,4.1,5.0,0.818,0.0,2.7,2.7,11.9,2.3,0.0,5.5,2.7,23.7,,105,108
Sam Lacey,31,3,,101,4.0,10.4,0.381,0.5,0.5,1.0,3.5,9.9,0.35,1.5,2.0,0.75,3.0,8.0,10.9,6.5,3.5,1.0,4.0,5.5,9.9,,90,102
Reggie King,22,3,,77,6.5,13.7,0.47600000000000003,0.0,0.0,,6.5,13.7,0.47600000000000003,3.3,5.9,0.556,4.6,11.7,16.3,2.6,0.7,0.0,1.3,6.5,16.3,,113,106
Bill Robinzine,27,3,,69,9.5,17.5,0.542,0.0,0.0,,9.5,17.5,0.542,5.1,7.3,0.7,5.1,8.0,13.1,0.0,2.2,0.0,4.4,4.4,24.0,,105,105
Len Elmore,27,3,,43,4.7,15.2,0.308,0.0,0.0,,4.7,15.2,0.308,1.2,2.3,0.5,7.0,5.8,12.9,1.2,3.5,1.2,4.7,4.7,10.5,,71,103
Billy McKinney,24,3,,34,3.0,7.4,0.4,0.0,1.5,0.0,3.0,5.9,0.5,0.0,0.0,,3.0,1.5,4.4,11.8,0.0,0.0,4.4,3.0,5.9,,90,114
Ernie Grunfeld,24,3,,32,7.8,14.1,0.556,0.0,0.0,,7.8,14.1,0.556,1.6,4.7,0.33299999999999996,1.6,0.0,1.6,0.0,1.6,0.0,0.0,4.7,17.3,,116,111
Gus Gerard,26,3,,26,7.7,19.3,0.4,0.0,0.0,,7.7,19.3,0.4,3.9,7.7,0.5,7.7,7.7,15.5,3.9,0.0,0.0,7.7,3.9,19.3,,80,110
