PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
George Gervin,27,3,,122,15.0,30.0,0.5,0.0,0.8,0.0,15.0,29.2,0.514,10.5,12.2,0.867,3.6,4.5,8.1,4.9,2.0,1.2,3.6,3.2,40.5,,117,115
Mark Olberding,23,3,,97,6.6,11.7,0.565,0.0,0.0,,6.6,11.7,0.565,1.5,2.0,0.75,2.5,8.7,11.2,5.6,1.0,0.5,1.5,7.1,14.8,,122,114
James Silas,30,3,,90,8.8,19.8,0.444,0.0,0.0,,8.8,19.8,0.444,6.0,6.0,1.0,0.5,3.3,3.8,4.9,3.3,0.5,2.7,4.4,23.6,,107,114
Larry Kenon,27,3,,81,6.1,20.8,0.294,0.0,0.0,,6.1,20.8,0.294,3.7,6.7,0.545,3.7,4.3,7.9,2.4,0.0,0.0,3.1,3.7,15.9,,76,120
John Shumate,27,3,,78,5.7,12.7,0.45,0.0,0.0,,5.7,12.7,0.45,1.9,1.9,1.0,4.4,3.8,8.2,3.2,2.5,2.5,3.2,5.7,13.3,,98,114
Kevin Restani,28,3,,74,11.4,18.7,0.607,0.0,0.7,0.0,11.4,18.0,0.63,2.7,6.0,0.444,5.3,5.3,10.7,2.0,0.0,0.7,1.3,5.3,25.4,,123,119
Mike Gale,29,3,,69,5.7,14.3,0.4,0.7,2.9,0.25,5.0,11.5,0.43799999999999994,2.9,5.0,0.5710000000000001,0.7,3.6,4.3,11.5,3.6,0.0,2.1,4.3,15.0,,105,114
Paul Griffin,26,3,,69,5.0,10.0,0.5,0.0,0.0,,5.0,10.0,0.5,4.3,4.3,1.0,2.1,8.6,10.7,4.3,0.0,0.7,5.0,6.4,14.3,,97,116
Tim Bassett,28,3,,19,2.6,5.2,0.5,0.0,0.0,,2.6,5.2,0.5,0.0,0.0,,2.6,0.0,2.6,0.0,0.0,0.0,2.6,18.2,5.2,,79,123
Mike Evans,24,2,,12,12.4,33.0,0.375,8.2,16.5,0.5,4.1,16.5,0.25,12.4,16.5,0.75,0.0,8.2,8.2,8.2,0.0,0.0,0.0,8.2,45.3,,130,117
Wiley Peck,22,2,,9,0.0,16.5,0.0,0.0,0.0,,0.0,16.5,0.0,0.0,0.0,,0.0,16.5,16.5,0.0,0.0,5.5,0.0,5.5,0.0,,0,107
