Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1990,26,854,SAC,Sacramento Kings,Pervis Ellison,"April 3, 1967",22.0,NBA,C,34.0,22.0,866.0,6.4,14.4,0.44,0.0,0.1,0.0,6.4,14.3,0.45,2.8,4.5,0.63,3.7,7.6,11.2,3.7,0.9,3.3,3.6,7.6,15.5,,94.0,108.0
1991,30,854,WSB,Washington Bullets,Pervis Ellison,"April 3, 1967",23.0,NBA,C,76.0,30.0,1942.0,8.3,16.1,0.51,0.0,0.2,0.0,8.3,16.0,0.52,3.5,5.4,0.65,5.7,9.1,14.8,2.6,1.2,4.0,3.7,6.8,20.0,,104.0,104.0
1992,30,854,WSB,Washington Bullets,Pervis Ellison,"April 3, 1967",24.0,NBA,C,66.0,64.0,2511.0,10.7,19.8,0.54,0.0,0.1,0.33,10.7,19.8,0.54,4.4,6.1,0.73,4.2,10.2,14.5,3.7,1.2,3.5,3.8,4.3,25.9,,109.0,104.0
1993,30,854,WSB,Washington Bullets,Pervis Ellison,"April 3, 1967",25.0,NBA,C,49.0,48.0,1701.0,9.9,18.9,0.52,0.0,0.1,0.0,9.9,18.8,0.52,4.9,7.0,0.7,4.0,8.5,12.5,3.4,1.3,3.1,3.2,4.4,24.6,,109.0,108.0
1994,30,854,WSB,Washington Bullets,Pervis Ellison,"April 3, 1967",26.0,NBA,C,47.0,24.0,1178.0,5.8,12.4,0.47,0.0,0.1,0.0,5.8,12.3,0.47,3.0,4.1,0.72,3.3,7.0,10.3,3.0,1.1,2.1,3.1,5.9,14.6,,100.0,111.0
1995,2,854,BOS,Boston Celtics,Pervis Ellison,"April 3, 1967",27.0,NBA,C,55.0,11.0,1083.0,7.2,14.1,0.51,0.0,0.1,0.0,7.2,14.0,0.51,3.3,4.7,0.72,5.8,8.7,14.6,1.6,1.0,2.5,3.6,8.4,17.7,,106.0,108.0
1996,2,854,BOS,Boston Celtics,Pervis Ellison,"April 3, 1967",28.0,NBA,C,69.0,29.0,1431.0,5.1,10.3,0.49,0.0,0.0,,5.1,10.3,0.49,2.6,4.1,0.64,5.3,10.5,15.7,2.2,1.4,3.5,2.9,7.2,12.7,,104.0,105.0
1997,2,854,BOS,Boston Celtics,Pervis Ellison,"April 3, 1967",29.0,NBA,PF,6.0,4.0,125.0,2.4,6.4,0.38,0.0,0.0,,2.4,6.4,0.38,1.2,2.0,0.6,3.6,6.8,10.4,1.6,2.0,3.6,2.8,8.4,6.0,,82.0,108.0
1998,2,854,BOS,Boston Celtics,Pervis Ellison,"April 3, 1967",30.0,NBA,PF,33.0,8.0,447.0,4.6,8.1,0.57,0.0,0.0,,4.6,8.1,0.57,2.3,3.9,0.59,6.0,6.6,12.5,3.6,2.3,3.6,3.2,10.4,11.5,,109.0,102.0
2001,21,854,SEA,Seattle Supersonics,Pervis Ellison,"April 3, 1967",33.0,NBA,C,9.0,0.0,40.0,2.6,9.2,0.29,0.0,0.0,,2.6,9.2,0.29,2.6,2.6,1.0,2.6,13.1,15.7,3.9,0.0,2.6,3.9,17.0,7.9,,78.0,102.0
