Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1980,23,522,PHI,Philadelphia 76Ers,23.0,NBA,PG,18.0,,675.0,6.4,12.5,0.51,0.1,0.4,0.2,6.3,12.1,0.52,2.1,2.9,0.71,1.6,3.7,5.3,8.0,3.2,0.3,3.2,3.1,14.9,,105.0,102.0
1981,23,522,PHI,Philadelphia 76Ers,24.0,NBA,PG,16.0,,513.0,6.5,11.9,0.54,0.0,0.3,0.0,6.5,11.6,0.56,3.0,4.0,0.76,0.4,4.5,4.9,11.0,3.8,1.1,3.4,5.2,16.0,,113.0,104.0
1982,23,522,PHI,Philadelphia 76Ers,25.0,NBA,PG,21.0,,765.0,8.0,17.0,0.47,0.1,0.6,0.11,7.9,16.4,0.48,3.2,4.2,0.77,1.0,3.0,4.0,11.0,3.1,0.4,3.1,3.7,19.3,,110.0,106.0
1983,23,522,PHI,Philadelphia 76Ers,26.0,NBA,PG,13.0,,483.0,8.5,16.9,0.5,0.1,0.2,0.5,8.4,16.7,0.5,4.6,6.5,0.7,1.1,2.9,4.0,9.3,2.7,0.2,3.5,2.4,21.7,,113.0,104.0
1984,23,522,PHI,Philadelphia 76Ers,27.0,NBA,PG,5.0,,171.0,9.7,18.6,0.52,0.0,0.3,0.0,9.7,18.3,0.53,3.6,4.2,0.87,0.6,2.8,3.3,5.3,3.6,0.0,2.8,5.0,23.0,,111.0,105.0
1985,23,522,PHI,Philadelphia 76Ers,28.0,NBA,PG,13.0,13.0,483.0,8.1,15.3,0.53,0.0,0.5,0.0,8.1,14.8,0.55,3.6,4.2,0.86,1.2,3.4,4.6,6.7,3.1,0.5,3.4,2.9,19.8,,113.0,106.0
1986,23,522,PHI,Philadelphia 76Ers,29.0,NBA,PG,12.0,12.0,519.0,8.8,17.1,0.52,0.0,0.7,0.0,8.8,16.5,0.54,5.8,6.9,0.85,1.2,4.0,5.3,8.0,1.2,0.3,3.0,1.7,23.5,,121.0,112.0
1987,23,522,PHI,Philadelphia 76Ers,30.0,NBA,PG,5.0,5.0,210.0,8.1,15.3,0.53,0.0,0.2,0.0,8.1,15.1,0.54,4.2,4.9,0.86,0.2,2.8,3.0,10.2,2.1,0.9,2.8,3.2,20.4,,122.0,115.0
1989,23,522,PHI,Philadelphia 76Ers,32.0,NBA,PG,3.0,3.0,128.0,8.3,16.1,0.51,0.0,0.4,0.0,8.3,15.8,0.52,4.3,5.1,0.85,1.2,3.2,4.3,15.4,2.8,0.4,1.2,1.6,20.9,,130.0,110.0
1990,20,522,NYK,New York Knicks,33.0,NBA,PG,10.0,10.0,388.0,6.5,13.5,0.48,0.0,0.5,0.0,6.5,13.0,0.5,3.6,4.0,0.9,1.6,3.5,5.1,11.0,2.2,0.3,2.5,2.7,16.6,,119.0,117.0
1991,20,522,NYK,New York Knicks,34.0,NBA,PG,3.0,3.0,101.0,7.2,11.9,0.61,0.5,1.6,0.33,6.7,10.4,0.65,0.5,1.0,0.5,1.6,3.1,4.7,8.3,1.6,0.5,4.1,4.7,15.5,,108.0,117.0
1993,3,522,NJN,New Jersey Nets,36.0,NBA,PG,5.0,0.0,82.0,7.0,14.7,0.48,0.0,0.0,,7.0,14.7,0.48,0.0,0.6,0.0,1.9,1.9,3.8,8.9,3.8,0.6,4.5,1.9,14.0,,92.0,105.0
