Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2001,9,469,DET,Detroit Pistons,23.0,NBA,PF,15.0,0.0,126.0,4.0,12.5,0.32,0.0,2.0,0.0,4.0,10.5,0.38,4.4,7.2,0.61,3.2,6.0,9.2,1.2,2.8,0.8,3.6,10.9,12.5,,79.0,100.0
2002,9,469,DET,Detroit Pistons,24.0,NBA,PF,8.0,0.0,43.0,7.4,16.1,0.46,3.7,8.7,0.43,3.7,7.4,0.5,2.5,2.5,1.0,2.5,5.0,7.4,2.5,1.2,0.0,0.0,6.2,21.1,,134.0,106.0
2003,30,469,WAS,Washington Wizards,25.0,NBA,PF,5.0,0.0,15.0,3.6,14.5,0.25,0.0,3.6,0.0,3.6,10.9,0.33,7.3,7.3,1.0,10.9,7.3,18.1,3.6,0.0,0.0,3.6,0.0,14.5,,100.0,109.0
2004,10,469,GSW,Golden State Warriors,26.0,NBA,PF,76.0,11.0,1634.0,7.2,15.2,0.47,1.8,4.1,0.44,5.4,11.2,0.48,7.8,8.9,0.88,3.3,7.1,10.4,3.4,2.2,0.7,2.7,6.7,24.0,,123.0,103.0
2005,15,469,MEM,Memphis Grizzlies,27.0,NBA,PF,58.0,16.0,1433.0,6.1,16.4,0.37,1.7,4.7,0.35,4.4,11.6,0.38,6.0,6.9,0.87,2.4,6.1,8.5,4.3,3.3,0.7,3.1,6.5,19.8,,104.0,101.0
2006,15,469,MEM,Memphis Grizzlies,28.0,NBA,PF,36.0,0.0,402.0,6.4,15.4,0.41,1.8,4.0,0.45,4.6,11.3,0.4,2.6,3.7,0.7,1.5,6.1,7.6,4.6,3.2,0.0,3.7,9.0,17.2,,96.0,100.0
2007,15,469,MEM,Memphis Grizzlies,29.0,NBA,PF,28.0,1.0,313.0,6.9,13.9,0.49,2.9,7.2,0.41,3.9,6.7,0.58,4.1,4.4,0.93,2.1,7.5,9.7,5.1,3.6,0.2,3.8,6.9,20.8,,118.0,108.0
2008,15,469,MEM,Memphis Grizzlies,30.0,NBA,PF,37.0,1.0,440.0,4.9,14.4,0.34,2.9,9.3,0.31,2.1,5.2,0.4,1.5,2.2,0.68,3.0,8.0,11.0,2.5,1.1,0.2,2.6,7.1,14.2,,94.0,112.0
2009,18,469,MIN,Minnesota Timberwolves,31.0,NBA,PF,64.0,4.0,909.0,3.7,9.7,0.38,1.7,5.3,0.33,2.0,4.4,0.46,1.7,2.0,0.86,2.2,5.9,8.2,4.4,2.1,0.7,2.8,7.8,11.0,,102.0,110.0
2010,18,469,MIN,Minnesota Timberwolves,32.0,NBA,PF,29.0,0.0,267.0,2.6,6.7,0.39,0.6,1.7,0.33,2.1,5.1,0.41,3.2,3.4,0.94,1.3,4.1,5.4,4.5,1.7,0.6,1.3,10.5,9.0,,118.0,113.0
2011,7,469,DAL,Dallas Mavericks,33.0,NBA,SF,56.0,4.0,618.0,3.7,8.5,0.43,3.6,7.4,0.48,0.1,1.1,0.08,1.4,1.5,0.94,0.9,4.2,5.0,3.4,2.0,0.6,1.4,7.0,12.3,,126.0,106.0
2012,7,469,DAL,Dallas Mavericks,34.0,NBA,SF,44.0,0.0,277.0,2.7,10.4,0.26,1.9,9.3,0.2,0.8,1.1,0.67,0.9,1.1,0.83,0.8,5.7,6.4,3.0,1.5,0.4,1.5,7.2,8.1,,82.0,105.0
