Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1994,12,IND,Indiana Pacers,Dale Davis,24,66,64,34.7,4.7,8.8,0.53,0.0,0.0,0.0,4.7,8.8,0.53,0.53,2.3,4.5,0.53,4.2,6.6,10.9,1.5,0.7,1.6,1.5,3.2,11.7
1994,12,IND,Indiana Pacers,Derrick McKey,27,76,76,34.4,4.7,9.3,0.5,0.1,0.4,0.29,4.6,8.9,0.51,0.51,2.5,3.3,0.76,1.7,3.6,5.3,4.3,1.5,0.6,3.0,3.3,12.0
1994,12,IND,Indiana Pacers,Reggie Miller,28,79,79,33.4,6.6,13.2,0.5,1.6,3.7,0.42,5.1,9.5,0.54,0.56,5.1,5.6,0.91,0.4,2.3,2.7,3.1,1.5,0.3,2.2,2.4,19.9
1994,12,IND,Indiana Pacers,Pooh Richardson,27,37,25,27.6,4.3,9.6,0.45,0.1,0.3,0.25,4.2,9.2,0.46,0.46,1.3,2.1,0.61,0.8,2.2,3.0,6.4,0.9,0.1,2.4,2.1,10.0
1994,12,IND,Indiana Pacers,Rik Smits,27,78,75,27.1,6.3,11.8,0.53,0.0,0.0,0.0,6.3,11.8,0.54,0.53,3.1,3.8,0.79,1.7,4.5,6.2,2.0,0.6,1.1,1.9,3.6,15.7
1994,12,IND,Indiana Pacers,Haywoode Workman,28,65,52,26.4,3.0,7.1,0.42,0.3,0.9,0.32,2.7,6.2,0.44,0.44,1.4,1.8,0.8,0.5,2.6,3.1,6.2,1.3,0.1,2.3,2.3,7.7
1994,12,IND,Indiana Pacers,Antonio Davis,25,81,4,21.4,2.7,5.2,0.51,0.0,0.0,0.0,2.7,5.2,0.51,0.51,2.4,3.7,0.64,2.3,3.9,6.2,0.7,0.6,1.0,1.3,2.3,7.7
1994,12,IND,Indiana Pacers,Vern Fleming,31,55,5,19.1,2.7,5.8,0.46,0.0,0.1,0.0,2.7,5.7,0.47,0.46,1.2,1.6,0.74,0.5,1.7,2.2,3.1,0.7,0.1,1.6,1.8,6.5
1994,12,IND,Indiana Pacers,Byron Scott,32,67,2,17.9,3.8,8.2,0.47,0.4,1.1,0.36,3.4,7.1,0.48,0.49,2.3,2.9,0.8,0.3,1.4,1.6,2.0,0.9,0.1,1.5,1.2,10.4
1994,12,IND,Indiana Pacers,Lester Conner,34,11,0,15.4,1.3,3.5,0.37,0.0,0.3,0.0,1.3,3.2,0.4,0.37,0.3,0.5,0.5,0.9,1.3,2.2,2.8,1.3,0.1,0.8,1.1,2.8
1994,12,IND,Indiana Pacers,Sam Mitchell,30,75,18,14.5,1.9,4.1,0.46,0.0,0.1,0.0,1.9,4.0,0.46,0.46,1.1,1.5,0.74,0.9,1.6,2.5,0.9,0.4,0.1,0.7,2.0,4.8
1994,12,IND,Indiana Pacers,Malik Sealy,23,43,5,14.5,2.6,6.4,0.4,0.1,0.4,0.25,2.5,6.0,0.42,0.41,1.4,2.0,0.68,1.0,1.7,2.7,1.1,0.7,0.2,1.2,2.0,6.6
1994,12,IND,Indiana Pacers,Kenny Williams,24,68,1,14.4,2.8,5.8,0.49,0.0,0.1,0.0,2.8,5.7,0.49,0.49,0.7,0.9,0.7,1.4,1.6,3.0,0.8,0.4,0.7,0.7,1.5,6.3
1994,12,IND,Indiana Pacers,LaSalle Thompson,32,30,1,9.4,0.9,2.6,0.35,0.0,0.0,,0.9,2.6,0.35,0.35,0.5,1.0,0.53,0.9,1.6,2.5,0.5,0.3,0.3,0.8,2.0,2.3
1994,12,IND,Indiana Pacers,Gerald Paddio,28,7,1,7.9,1.3,3.3,0.39,0.0,0.0,,1.3,3.3,0.39,0.39,0.1,0.3,0.5,0.0,0.7,0.7,0.6,0.1,0.0,0.6,0.3,2.7
1994,12,IND,Indiana Pacers,Scott Haskin,23,27,2,6.9,0.8,1.7,0.47,0.0,0.0,,0.8,1.7,0.47,0.47,0.5,0.7,0.68,0.6,1.4,2.0,0.2,0.1,0.6,0.5,1.2,2.0
