Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1984,22.0,HOU,NBA,SF,79.0,36.0,2081.0,335.0,672.0,0.499,1.0,4.0,0.25,334.0,668.0,0.5,0.499,182.0,249.0,0.731,173.0,277.0,450.0,176.0,53.0,54.0,120.0,205.0,853.0,,0.0
1985,23.0,HOU,NBA,SF,82.0,82.0,3001.0,476.0,890.0,0.535,0.0,6.0,0.0,476.0,884.0,0.538,0.535,231.0,313.0,0.738,201.0,338.0,539.0,355.0,90.0,75.0,178.0,215.0,1183.0,,0.0
1986,24.0,HOU,NBA,SF,82.0,82.0,2610.0,338.0,629.0,0.537,0.0,3.0,0.0,338.0,626.0,0.54,0.537,171.0,222.0,0.77,159.0,361.0,520.0,292.0,50.0,58.0,130.0,197.0,847.0,,0.0
1987,25.0,HOU,NBA,SF,81.0,81.0,3136.0,432.0,783.0,0.552,0.0,9.0,0.0,432.0,774.0,0.558,0.552,306.0,393.0,0.779,190.0,388.0,578.0,434.0,88.0,53.0,208.0,172.0,1170.0,,2.0
1988,26.0,HOU,NBA,SF,81.0,80.0,2689.0,359.0,746.0,0.481,0.0,4.0,0.0,359.0,742.0,0.484,0.481,288.0,367.0,0.785,232.0,399.0,631.0,264.0,57.0,51.0,144.0,166.0,1006.0,,0.0
1989,27.0,SAC,NBA,SF,68.0,65.0,2435.0,340.0,729.0,0.466,5.0,22.0,0.227,335.0,707.0,0.474,0.47,169.0,234.0,0.722,143.0,371.0,514.0,293.0,57.0,36.0,168.0,121.0,854.0,,2.0
1990,28.0,SAC,NBA,SF,82.0,82.0,3238.0,537.0,1043.0,0.515,11.0,42.0,0.262,526.0,1001.0,0.525,0.52,273.0,348.0,0.784,192.0,477.0,669.0,377.0,60.0,70.0,174.0,176.0,1358.0,,0.0
1991,29.0,DAL,NBA,PF,74.0,68.0,2561.0,336.0,679.0,0.495,13.0,39.0,0.333,323.0,640.0,0.505,0.504,159.0,198.0,0.803,153.0,407.0,560.0,259.0,70.0,51.0,129.0,203.0,844.0,,0.0
1992,30.0,DAL,NBA,SF,75.0,48.0,2106.0,271.0,622.0,0.436,25.0,85.0,0.294,246.0,537.0,0.458,0.456,110.0,153.0,0.719,149.0,319.0,468.0,219.0,48.0,30.0,115.0,180.0,677.0,,1.0
1993,31.0,CHI,NBA,SF,64.0,5.0,1019.0,92.0,204.0,0.451,2.0,5.0,0.4,90.0,199.0,0.452,0.456,36.0,52.0,0.692,53.0,105.0,158.0,81.0,12.0,15.0,53.0,99.0,222.0,,0.0
