PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Allen Iverson,23,48,48,41.5,9.1,22.0,0.41200000000000003,1.2,4.1,0.29100000000000004,7.9,17.9,0.44,0.439,7.4,9.9,0.7509999999999999,1.4,3.5,4.9,4.6,2.3,0.1,3.5,2.0,26.8
Eric Snow,25,48,48,35.8,3.1,7.3,0.428,0.1,0.4,0.23800000000000002,3.0,6.8,0.44,0.435,2.3,3.1,0.733,0.5,2.9,3.4,6.3,2.1,0.0,2.3,3.1,8.6
Theo Ratliff,25,50,50,32.5,3.9,8.4,0.47,0.0,0.0,,3.9,8.4,0.47,0.47,3.3,4.6,0.725,2.8,5.4,8.1,0.6,0.9,3.0,1.8,3.6,11.2
Matt Geiger,29,50,40,30.8,5.3,11.1,0.479,0.0,0.1,0.2,5.3,11.0,0.48200000000000004,0.48,2.8,3.5,0.797,2.7,4.5,7.2,1.2,0.8,0.8,2.0,3.1,13.5
George Lynch,28,43,43,30.6,3.4,8.1,0.42100000000000004,0.2,0.5,0.391,3.2,7.6,0.423,0.434,1.2,2.0,0.631,2.6,3.9,6.5,1.8,2.0,0.5,1.8,3.3,8.3
Tyrone Hill,30,21,6,28.0,3.4,7.1,0.48,0.0,0.0,,3.4,7.1,0.48,0.48,1.7,3.3,0.507,3.0,4.2,7.3,0.9,0.8,0.4,1.7,3.7,8.5
Larry Hughes,20,50,1,19.8,3.4,8.3,0.41100000000000003,0.2,1.0,0.154,3.2,7.2,0.44799999999999995,0.42,2.1,3.0,0.7090000000000001,1.7,2.1,3.8,1.5,0.9,0.3,1.4,1.9,9.1
Aaron McKie,26,50,4,19.2,1.9,4.7,0.401,0.1,0.6,0.19399999999999998,1.8,4.1,0.43200000000000005,0.414,0.9,1.2,0.71,0.5,2.3,2.8,2.0,1.3,0.1,1.1,1.8,4.8
Harvey Grant,33,47,10,17.0,1.3,3.6,0.369,0.0,0.1,0.16699999999999998,1.3,3.4,0.377,0.37200000000000005,0.4,0.6,0.7240000000000001,0.8,1.6,2.3,0.5,0.4,0.3,0.4,1.6,3.1
Tim Thomas,21,17,0,11.1,1.6,3.9,0.40299999999999997,0.3,1.1,0.263,1.3,2.8,0.45799999999999996,0.44,1.1,1.4,0.792,0.4,1.5,1.9,0.9,0.2,0.2,0.9,1.2,4.6
Scott Williams,30,2,0,8.5,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.5,0.5,1.0,0.5,1.0,0.5,1.0,2.0,0.0
Rick Mahorn,40,16,0,7.9,0.3,1.1,0.278,0.0,0.0,,0.3,1.1,0.278,0.278,0.2,0.5,0.375,0.4,1.0,1.4,0.1,0.3,0.1,0.4,1.4,0.8
Jerald Honeycutt,24,13,0,6.9,0.5,2.1,0.259,0.4,1.1,0.35700000000000004,0.2,1.0,0.154,0.35200000000000004,0.5,0.6,0.75,0.2,0.6,0.8,0.2,0.3,0.2,0.6,0.8,1.9
Benoit Benjamin,34,6,0,5.5,0.3,1.2,0.28600000000000003,0.0,0.0,,0.3,1.2,0.28600000000000003,0.28600000000000003,0.0,0.0,,0.5,0.8,1.3,0.2,0.0,0.0,0.5,1.0,0.7
Nazr Mohammed,21,26,0,4.7,0.6,1.6,0.35700000000000004,0.0,0.0,,0.6,1.6,0.35700000000000004,0.35700000000000004,0.5,0.8,0.5710000000000001,0.7,0.7,1.4,0.1,0.2,0.2,0.5,0.8,1.6
Doug Overton,29,10,0,3.7,0.5,1.5,0.33299999999999996,0.0,0.1,0.0,0.5,1.4,0.35700000000000004,0.33299999999999996,0.0,0.0,,0.0,0.2,0.2,0.4,0.1,0.0,0.2,0.2,1.0
Casey Shaw,23,9,0,1.6,0.1,0.9,0.125,0.0,0.0,,0.1,0.9,0.125,0.125,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.0,0.2,0.2,0.2
Anthony Parker,23,2,0,1.5,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
