PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Isiah Thomas,28,20,20,758,10.2,22.0,0.46299999999999997,2.2,4.7,0.47100000000000003,8.0,17.3,0.46,5.6,7.0,0.794,1.4,6.0,7.5,11.2,3.0,0.5,4.9,4.5,28.1,,113,100
Joe Dumars,26,20,20,754,9.0,19.6,0.45799999999999996,0.3,1.3,0.263,8.6,18.3,0.47200000000000003,6.8,7.8,0.8759999999999999,1.2,1.8,3.0,6.6,1.5,0.0,3.7,2.6,25.1,,111,107
Bill Laimbeer,32,20,20,667,7.1,15.5,0.457,1.2,3.4,0.349,5.9,12.2,0.48700000000000004,2.0,2.3,0.862,3.2,13.3,16.5,2.2,1.8,1.4,1.2,6.0,17.3,,116,96
Dennis Rodman,28,19,17,560,5.0,8.8,0.568,0.0,0.0,,5.0,8.8,0.568,1.7,3.3,0.514,5.1,9.8,15.0,1.6,0.8,1.2,2.9,5.8,11.7,,106,101
John Salley,25,20,0,547,5.5,11.6,0.475,0.0,0.0,,5.5,11.6,0.475,7.0,9.3,0.755,5.4,5.7,11.1,1.9,0.9,3.1,2.1,7.2,18.1,,122,102
James Edwards,34,20,20,536,11.1,22.4,0.494,0.0,0.1,0.0,11.1,22.3,0.496,5.6,9.3,0.604,2.3,4.6,6.9,1.3,0.5,1.1,3.0,7.2,27.8,,104,106
Vinnie Johnson,33,20,0,463,9.6,20.7,0.462,0.2,0.8,0.28600000000000003,9.3,19.9,0.469,3.8,4.8,0.7909999999999999,3.1,3.1,6.3,6.1,0.9,0.4,3.5,4.3,23.2,,107,106
Mark Aguirre,30,20,3,439,10.2,21.8,0.467,0.9,2.8,0.33299999999999996,9.2,19.0,0.488,4.6,6.2,0.75,3.7,7.1,10.8,3.2,1.2,0.4,3.6,6.0,26.0,,107,103
Dave Greenwood,32,5,0,47,2.2,4.4,0.5,0.0,0.0,,2.2,4.4,0.5,1.1,4.4,0.25,2.2,7.8,10.0,0.0,2.2,0.0,2.2,12.2,5.5,,75,100
William Bedford,26,5,0,19,2.7,16.4,0.16699999999999998,0.0,0.0,,2.7,16.4,0.16699999999999998,5.5,5.5,1.0,0.0,5.5,5.5,0.0,0.0,2.7,0.0,11.0,11.0,,75,104
Gerald Henderson,34,8,0,19,2.7,13.7,0.2,0.0,8.2,0.0,2.7,5.5,0.5,0.0,0.0,,5.5,2.7,8.2,11.0,5.5,0.0,2.7,8.2,5.5,,82,97
Scott Hastings,29,5,0,16,3.3,13.0,0.25,0.0,9.8,0.0,3.3,3.3,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.3,0.0,0.0,13.0,6.5,,62,104
