SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1990,6,CLE,Craig Ehlo,28,5,5,196,6.8,16.2,0.42,1.3,3.9,0.33,5.5,12.3,0.45,3.1,5.0,0.63,1.8,6.5,8.4,8.4,1.6,0.0,3.1,4.7,18.0,,102,112
1990,6,CLE,Mark Price,25,5,5,192,8.5,16.3,0.52,1.6,4.5,0.35,6.9,11.7,0.59,8.0,8.0,1.0,0.0,3.7,3.7,11.7,2.4,0.3,4.0,2.4,26.7,,126,112
1990,6,CLE,Brad Daugherty,24,5,5,186,11.3,19.3,0.59,0.0,0.0,,11.3,19.3,0.59,8.8,12.7,0.7,1.1,12.1,13.2,5.5,0.6,1.1,3.6,3.3,31.4,,118,109
1990,6,CLE,Hot Rod Williams,27,5,0,174,11.5,20.6,0.56,0.0,0.0,,11.5,20.6,0.56,5.0,6.5,0.77,4.1,9.4,13.5,3.2,0.6,1.5,2.1,6.8,27.9,,120,110
1990,6,CLE,Larry Nance,30,5,5,159,8.4,14.5,0.58,0.0,0.0,,8.4,14.5,0.58,2.9,3.9,0.75,1.3,6.4,7.7,3.9,1.0,3.2,1.3,6.4,19.6,,122,110
1990,6,CLE,Winston Bennett,24,5,5,135,8.7,17.8,0.49,0.0,0.0,,8.7,17.8,0.49,1.5,2.3,0.67,5.3,2.7,8.0,1.9,1.1,0.4,1.5,4.2,19.0,,109,115
1990,6,CLE,Steve Kerr,24,5,0,73,2.8,9.8,0.29,0.0,2.1,0.0,2.8,7.7,0.36,0.0,0.0,,0.7,3.5,4.2,7.0,2.8,0.0,1.4,4.2,5.6,,82,111
1990,6,CLE,Tree Rollins,34,3,0,38,1.3,4.0,0.33,0.0,0.0,,1.3,4.0,0.33,8.1,10.8,0.75,0.0,10.8,10.8,1.3,2.7,1.3,4.0,9.4,10.8,,91,105
1990,6,CLE,Derrick Chievous,22,3,0,28,11.0,18.3,0.6,0.0,0.0,,11.0,18.3,0.6,12.8,16.4,0.78,3.7,1.8,5.5,3.7,1.8,0.0,5.5,3.7,34.7,,119,115
1990,6,CLE,Paul Mokeski,33,3,0,10,5.1,10.2,0.5,0.0,0.0,,5.1,10.2,0.5,10.2,10.2,1.0,0.0,10.2,10.2,0.0,5.1,5.1,0.0,10.2,20.5,,151,97
1990,6,CLE,John Morton,22,2,0,9,11.4,28.4,0.4,0.0,0.0,,11.4,28.4,0.4,11.4,11.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.7,34.1,,90,119
