PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Larry Bird,33,5,5,207,10.2,23.0,0.444,1.2,4.4,0.263,9.1,18.6,0.488,6.7,7.4,0.9059999999999999,1.6,9.1,10.7,10.2,1.2,1.2,4.2,2.3,28.3,,113,117
Reggie Lewis,24,5,5,200,8.9,14.9,0.597,0.0,0.2,0.0,8.9,14.7,0.607,6.5,8.4,0.7709999999999999,2.2,3.8,6.0,5.3,1.7,0.5,2.9,3.4,24.3,,126,120
Kevin McHale,32,5,5,192,10.5,17.3,0.609,0.3,0.8,0.33299999999999996,10.3,16.5,0.621,6.3,7.3,0.862,2.0,7.8,9.8,3.3,0.5,2.5,3.5,4.3,27.5,,123,118
Robert Parish,36,5,5,170,8.8,15.3,0.574,0.0,0.0,,8.8,15.3,0.574,4.8,5.1,0.9440000000000001,6.5,7.6,14.1,3.7,1.4,2.0,3.4,5.9,22.3,,125,116
Dennis Johnson,35,5,5,162,8.9,18.4,0.484,0.6,1.8,0.33299999999999996,8.3,16.6,0.5,2.1,2.1,1.0,0.6,3.6,4.2,8.3,0.6,0.6,3.0,5.0,20.5,,110,122
Joe Kleine,28,5,0,79,7.9,10.3,0.765,0.0,0.6,0.0,7.9,9.7,0.813,3.0,3.7,0.833,1.8,6.7,8.5,1.2,1.2,1.8,2.4,7.3,18.9,,131,117
John Bagley,29,5,0,70,5.5,10.3,0.5329999999999999,0.0,0.7,0.0,5.5,9.6,0.5710000000000001,2.1,2.7,0.75,2.1,0.7,2.7,11.7,2.7,0.7,6.2,6.2,13.0,,99,119
Jim Paxson,32,5,0,62,6.2,12.4,0.5,0.0,0.8,0.0,6.2,11.6,0.5329999999999999,2.3,3.1,0.75,0.0,0.0,0.0,5.4,3.9,0.0,2.3,0.8,14.7,,106,118
Ed Pinckney,26,4,0,25,11.5,13.5,0.857,0.0,0.0,,11.5,13.5,0.857,13.5,17.3,0.778,3.8,7.7,11.5,0.0,0.0,0.0,3.8,5.8,36.5,,146,121
Michael Smith,24,4,0,16,15.0,24.0,0.625,0.0,6.0,0.0,15.0,18.0,0.833,21.0,21.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,51.1,,147,120
Charles Smith,22,3,0,9,5.3,10.7,0.5,0.0,0.0,,5.3,10.7,0.5,0.0,0.0,,5.3,0.0,5.3,16.0,5.3,0.0,0.0,0.0,10.7,,152,115
Kevin Gamble,24,3,0,8,18.0,30.0,0.6,0.0,0.0,,18.0,30.0,0.6,0.0,0.0,,6.0,0.0,6.0,12.0,0.0,0.0,6.0,6.0,36.0,,115,126
