SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1990,24,PHO,Tom Chambers,30,16,16,612,9.4,22.0,0.42,0.4,1.5,0.26,9.0,20.5,0.44,9.3,10.6,0.88,1.6,7.0,8.6,2.5,0.6,0.6,3.9,4.3,28.4,,105,109
1990,24,PHO,Jeff Hornacek,26,16,16,583,9.4,18.4,0.51,0.5,2.0,0.25,8.9,16.4,0.54,5.7,6.1,0.93,1.1,4.1,5.2,6.1,2.0,0.0,2.9,3.6,25.1,,119,109
1990,24,PHO,Kevin Johnson,23,16,16,582,10.4,21.7,0.48,0.2,0.9,0.18,10.2,20.7,0.49,7.8,9.4,0.82,0.8,3.7,4.5,14.3,2.1,0.0,5.2,2.4,28.6,,112,109
1990,24,PHO,Mark West,29,16,16,544,6.8,11.7,0.58,0.0,0.0,,6.8,11.7,0.58,2.4,4.5,0.54,4.8,10.0,14.8,0.5,0.4,3.7,2.3,6.6,16.0,,112,104
1990,24,PHO,Dan Majerle,24,16,0,479,7.5,15.4,0.49,0.4,1.2,0.33,7.1,14.1,0.5,5.2,6.7,0.78,3.1,5.2,8.3,3.5,2.0,0.2,1.8,3.5,20.6,,119,108
1990,24,PHO,Kurt Rambis,31,16,16,385,3.1,6.9,0.44,0.0,0.1,0.0,3.1,6.8,0.45,2.4,3.6,0.68,5.0,10.7,15.7,2.8,1.0,1.0,2.2,6.5,8.5,,109,105
1990,24,PHO,Eddie Johnson,30,16,0,337,10.5,23.3,0.45,2.2,5.5,0.4,8.3,17.8,0.47,5.4,6.8,0.79,2.2,6.1,8.3,2.5,1.5,0.6,2.9,5.8,28.5,,109,108
1990,24,PHO,Tim Perry,24,11,0,100,6.4,12.3,0.52,0.0,0.0,,6.4,12.3,0.52,3.9,8.8,0.44,4.9,5.4,10.3,1.0,1.5,2.9,2.5,9.3,16.7,,104,106
1990,24,PHO,Andrew Lang,23,12,0,93,3.2,4.7,0.67,0.0,0.0,,3.2,4.7,0.67,2.1,3.7,0.57,2.1,8.4,10.5,1.1,1.6,5.3,2.6,9.0,8.4,,102,102
1990,24,PHO,Greg Grant,23,7,0,47,9.4,20.9,0.45,1.0,3.1,0.33,8.3,17.7,0.47,0.0,0.0,,2.1,4.2,6.3,10.4,2.1,0.0,5.2,2.1,19.8,,96,109
1990,24,PHO,Mike McGee,30,10,0,44,7.8,22.3,0.35,3.3,7.8,0.43,4.5,14.5,0.31,1.1,4.5,0.25,1.1,3.3,4.5,2.2,1.1,1.1,2.2,6.7,20.1,,86,110
1990,24,PHO,Kenny Battle,25,8,0,34,5.8,18.8,0.31,0.0,0.0,,5.8,18.8,0.31,1.4,1.4,1.0,1.4,5.8,7.2,0.0,0.0,0.0,2.9,7.2,13.0,,68,111
