SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1990,8,DEN,Fat Lever,29,3,3,113,7.4,19.9,0.37,0.4,2.7,0.14,7.0,17.2,0.41,5.1,5.5,0.93,4.3,8.2,12.5,8.2,3.1,0.4,2.0,2.7,20.3,,106,112
1990,8,DEN,Michael Adams,27,3,3,105,5.5,14.3,0.38,2.5,8.4,0.3,2.9,5.9,0.5,2.9,3.4,0.88,0.0,2.5,2.5,7.6,1.7,0.0,3.4,4.2,16.4,,98,119
1990,8,DEN,Blair Rasmussen,27,3,0,84,10.0,25.2,0.4,0.0,0.0,,10.0,25.2,0.4,4.7,5.3,0.9,4.2,9.5,13.7,0.5,1.1,2.1,1.1,5.3,24.7,,98,114
1990,8,DEN,Bill Hanzlik,32,3,0,79,2.8,9.5,0.29,0.6,1.7,0.33,2.2,7.8,0.29,5.6,5.6,1.0,2.8,2.8,5.6,6.1,2.8,1.1,1.1,7.3,11.7,,117,115
1990,8,DEN,Alex English,36,3,3,76,14.5,25.5,0.57,0.0,0.0,,14.5,25.5,0.57,5.2,6.4,0.82,1.7,3.5,5.2,5.2,1.2,0.6,1.2,3.5,34.2,,123,119
1990,8,DEN,Walter Davis,35,3,0,70,11.3,28.4,0.4,0.0,0.6,0.0,11.3,27.7,0.41,3.8,3.8,1.0,2.5,3.2,5.7,3.8,0.6,0.0,3.2,2.5,26.5,,90,120
1990,8,DEN,Todd Lichti,23,3,0,70,9.5,18.3,0.52,0.0,0.6,0.0,9.5,17.6,0.54,8.8,12.0,0.74,3.2,8.2,11.3,5.7,0.6,0.0,5.0,3.8,27.7,,107,117
1990,8,DEN,Joe Barry Carroll,31,3,3,46,8.6,15.3,0.56,0.0,0.0,,8.6,15.3,0.56,1.9,1.9,1.0,1.0,7.7,8.6,2.9,1.0,4.8,1.0,5.8,19.2,,118,113
1990,8,DEN,Tim Kempton,26,3,1,32,9.6,12.4,0.78,0.0,0.0,,9.6,12.4,0.78,5.5,5.5,1.0,1.4,5.5,6.9,5.5,0.0,0.0,2.8,11.0,24.8,,143,120
1990,8,DEN,T.R. Dunn,34,3,0,31,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.4,8.5,10.0,2.8,5.7,1.4,1.4,4.3,0.0,,88,106
1990,8,DEN,Jerome Lane,23,2,2,14,0.0,9.5,0.0,0.0,0.0,,0.0,9.5,0.0,3.2,6.3,0.5,0.0,3.2,3.2,6.3,0.0,0.0,6.3,12.6,3.2,,33,121
