PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Alvin Robertson,27,4,4,155,11.5,22.0,0.522,0.0,0.3,0.0,11.5,21.7,0.53,7.9,11.2,0.706,3.3,4.3,7.6,6.3,3.0,0.0,4.9,5.3,30.9,,109,117
Brad Lohaus,25,4,4,147,5.6,13.9,0.4,2.1,5.6,0.375,3.5,8.3,0.41700000000000004,0.0,0.0,,1.4,8.0,9.4,1.7,2.8,3.1,3.1,5.9,13.2,,84,112
Paul Pressey,31,4,2,129,7.5,17.4,0.43200000000000005,0.0,1.2,0.0,7.5,16.2,0.46299999999999997,8.3,10.3,0.8079999999999999,3.2,5.1,8.3,11.9,2.4,0.4,2.8,5.5,23.3,,119,117
Ricky Pierce,30,4,0,122,11.7,25.1,0.467,2.1,4.2,0.5,9.6,20.9,0.46,11.7,13.0,0.903,2.5,1.3,3.8,2.5,2.1,0.0,1.3,5.9,37.2,,127,120
Jack Sikma,34,4,4,117,2.6,10.0,0.261,0.9,3.1,0.28600000000000003,1.7,7.0,0.25,2.6,3.5,0.75,0.0,6.1,6.1,3.1,0.9,1.7,5.2,8.3,8.7,,61,118
Greg Anderson,25,4,0,101,6.6,9.6,0.684,0.0,0.0,,6.6,9.6,0.684,3.5,7.1,0.5,3.0,9.1,12.1,0.0,0.5,2.0,2.0,9.6,16.7,,116,116
Jay Humphries,27,3,2,79,5.2,9.7,0.5329999999999999,0.6,1.9,0.33299999999999996,4.5,7.7,0.583,6.5,8.4,0.769,0.6,2.6,3.2,12.3,1.9,0.0,5.2,3.9,17.4,,114,120
Fred Roberts,29,4,4,79,8.4,12.9,0.65,0.0,0.6,0.0,8.4,12.3,0.684,8.4,10.3,0.813,3.2,1.9,5.2,1.9,0.0,0.6,3.2,5.8,25.2,,128,124
Tony Brown,29,2,0,13,3.9,11.8,0.33299999999999996,3.9,3.9,1.0,0.0,7.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7.8,0.0,0.0,11.8,11.8,,104,109
Jeff Grayer,24,4,0,12,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,8.5,8.5,4.3,0.0,0.0,4.3,4.3,0.0,,40,120
Frank Kornet,23,2,0,4,0.0,12.8,0.0,0.0,12.8,0.0,0.0,0.0,,0.0,0.0,,0.0,12.8,12.8,0.0,0.0,0.0,12.8,12.8,0.0,,0,116
Tito Horford,24,2,0,2,25.5,25.5,1.0,0.0,0.0,,25.5,25.5,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,,200,126
