PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Michael Jordan,26,16,16,674,16.8,32.7,0.514,1.2,3.8,0.32,15.6,28.9,0.54,10.2,12.2,0.836,1.8,7.0,8.8,8.4,3.5,1.1,4.3,4.1,45.1,,120,102
Horace Grant,24,16,16,616,6.8,13.4,0.509,0.0,0.2,0.0,6.8,13.2,0.516,2.8,4.5,0.623,6.1,7.2,13.4,3.4,1.5,1.5,2.2,4.3,16.4,,115,106
Scottie Pippen,24,15,14,612,8.8,17.8,0.495,0.8,2.6,0.32299999999999995,8.0,15.1,0.525,6.0,8.5,0.71,2.8,6.3,9.1,7.0,2.6,1.6,4.1,5.2,24.4,,111,104
Bill Cartwright,32,16,16,462,5.6,13.6,0.413,0.0,0.0,,5.6,13.6,0.413,3.2,4.8,0.674,2.8,5.6,8.4,1.8,0.6,0.4,2.8,5.8,14.5,,93,109
John Paxson,29,15,15,395,4.8,11.4,0.425,0.5,1.2,0.444,4.3,10.2,0.423,1.8,1.8,1.0,0.3,2.6,2.9,7.1,1.2,0.0,2.0,5.5,12.1,,107,111
Stacey King,23,16,2,281,6.8,16.8,0.40700000000000003,0.0,0.2,0.0,6.8,16.6,0.41100000000000003,6.6,8.7,0.7659999999999999,3.1,6.3,9.4,1.7,1.1,1.5,3.1,5.9,20.3,,100,107
Craig Hodges,29,16,1,254,5.7,15.1,0.37799999999999995,2.4,8.4,0.293,3.3,6.7,0.485,0.6,0.8,0.75,1.2,2.4,3.7,3.5,0.8,0.0,2.9,6.3,14.5,,93,112
Ed Nealy,29,15,0,228,3.9,8.2,0.47200000000000003,0.0,0.2,0.0,3.9,7.9,0.486,3.0,4.8,0.619,3.6,8.2,11.8,1.1,2.3,0.2,1.6,10.2,10.7,,109,104
B.J. Armstrong,22,16,0,217,5.0,14.8,0.33899999999999997,0.0,1.0,0.0,5.0,13.8,0.36200000000000004,5.2,5.7,0.917,0.7,4.1,4.8,6.9,2.4,0.0,2.9,5.2,15.3,,97,107
Will Perdue,24,13,0,78,8.6,18.6,0.46399999999999997,0.7,1.3,0.5,8.0,17.3,0.462,8.6,11.9,0.722,4.6,8.0,12.6,1.3,0.0,3.3,2.7,8.6,26.6,,114,106
Charles Davis,31,6,0,20,5.2,18.1,0.28600000000000003,0.0,2.6,0.0,5.2,15.5,0.33299999999999996,0.0,0.0,,7.8,0.0,7.8,2.6,0.0,0.0,2.6,12.9,10.4,,80,115
Jeff Sanders,24,3,0,3,17.3,17.3,1.0,0.0,0.0,,17.3,17.3,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,,200,115
