PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Alvin Robertson,25.0,82,82.0,2978,655,1408,0.465,27,95,0.284,628,1313,0.478,0.475,273,365,0.748,165,333,498,557,243,69,251,300,1610
Frank Brickowski,28.0,70,68.0,2227,425,805,0.528,1,5,0.2,424,800,0.53,0.529,268,349,0.768,167,316,483,266,74,36,207,275,1119
Johnny Dawkins,24.0,65,61.0,2179,405,835,0.485,19,61,0.311,386,774,0.499,0.496,198,221,0.8959999999999999,66,138,204,480,88,2,154,95,1027
Greg Anderson,23.0,82,45.0,1984,379,756,0.501,1,5,0.2,378,751,0.503,0.502,198,328,0.604,161,352,513,79,54,122,143,228,957
Walter Berry,23.0,73,56.0,1922,540,960,0.563,0,0,,540,960,0.563,0.563,192,320,0.6,176,219,395,110,55,63,162,207,1272
Mike Mitchell,32.0,68,20.0,1501,378,784,0.48200000000000004,3,12,0.25,375,772,0.486,0.484,160,194,0.825,54,144,198,68,31,13,52,101,919
Dave Greenwood,30.0,45,40.0,1236,151,328,0.46,0,2,0.0,151,326,0.46299999999999997,0.46,83,111,0.748,92,208,300,97,33,22,74,134,385
Jon Sundvold,26.0,52,12.0,1024,176,379,0.46399999999999997,26,64,0.406,150,315,0.47600000000000003,0.499,43,48,0.8959999999999999,14,34,48,183,27,2,57,54,421
Walter Berry,29.0,69,9.0,1017,139,280,0.496,0,1,0.0,139,279,0.498,0.496,117,145,0.807,93,230,323,86,18,61,103,197,395
Kurt Nimphius,29.0,72,7.0,919,128,257,0.498,0,1,0.0,128,256,0.5,0.498,60,83,0.723,62,91,153,53,22,56,49,141,316
Ed Nealy,27.0,68,1.0,837,50,109,0.45899999999999996,1,2,0.5,49,107,0.45799999999999996,0.46299999999999997,41,63,0.6509999999999999,82,140,222,49,29,5,27,94,142
Leon Wood,25.0,38,8.0,830,120,282,0.426,43,108,0.39799999999999996,77,174,0.44299999999999995,0.502,69,91,0.758,16,35,51,155,22,1,34,44,352
Ricky Wilson,23.0,18,1.0,373,36,99,0.364,9,25,0.36,27,74,0.365,0.409,23,29,0.7929999999999999,1,25,26,63,17,3,21,34,104
Pete Myers,24.0,22,0.0,328,43,95,0.45299999999999996,0,4,0.0,43,91,0.473,0.45299999999999996,26,39,0.667,11,26,37,48,17,6,33,30,112
Charles Davis,29.0,16,0.0,187,42,97,0.433,1,15,0.067,41,82,0.5,0.43799999999999994,7,10,0.7,15,23,38,17,0,3,13,25,92
Nate Blackwell,22.0,10,0.0,112,15,41,0.366,2,11,0.182,13,30,0.433,0.39,5,6,0.833,2,4,6,18,3,0,8,16,37
Phil Zevenbergen,23.0,8,0.0,58,15,27,0.556,0,0,,15,27,0.556,0.556,0,2,0.0,4,9,13,3,3,1,4,12,30
Johnny Moore,29.0,4,0.0,51,4,9,0.444,0,1,0.0,4,8,0.5,0.444,0,0,,1,3,4,11,3,0,4,1,8
Richard Rellford,23.0,4,0.0,42,5,8,0.625,0,0,,5,8,0.625,0.625,6,8,0.75,2,5,7,1,0,3,4,3,16
Team Totals,,82,,19805,3706,7559,0.49,133,412,0.32299999999999995,3573,7147,0.5,0.499,1769,2412,0.733,1184,2335,3519,2344,739,468,1418,1991,9314
