Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1986,22.0,POR,NBA,PG,79.0,3.0,1214.0,212.0,447.0,0.474,13.0,42.0,0.31,199.0,405.0,0.491,0.489,125.0,155.0,0.806,35.0,82.0,117.0,198.0,81.0,1.0,106.0,136.0,562.0,,0.0
1987,23.0,POR,NBA,PG,80.0,80.0,2714.0,376.0,770.0,0.488,13.0,60.0,0.217,363.0,710.0,0.511,0.497,280.0,334.0,0.838,70.0,267.0,337.0,715.0,159.0,9.0,255.0,192.0,1045.0,,2.0
1988,24.0,POR,NBA,PG,82.0,82.0,2991.0,462.0,890.0,0.519,24.0,69.0,0.348,438.0,821.0,0.533,0.533,274.0,324.0,0.846,65.0,313.0,378.0,831.0,150.0,16.0,244.0,204.0,1222.0,,2.0
1989,25.0,POR,NBA,PG,81.0,81.0,3102.0,540.0,1146.0,0.471,79.0,219.0,0.361,461.0,927.0,0.497,0.506,272.0,324.0,0.84,85.0,282.0,367.0,770.0,146.0,8.0,248.0,187.0,1431.0,,3.0
1990,26.0,POR,NBA,PG,80.0,80.0,2781.0,448.0,969.0,0.462,89.0,238.0,0.374,359.0,731.0,0.491,0.508,421.0,472.0,0.892,59.0,213.0,272.0,726.0,151.0,4.0,245.0,150.0,1406.0,,0.0
1991,27.0,POR,NBA,PG,81.0,81.0,2665.0,486.0,944.0,0.515,130.0,313.0,0.415,356.0,631.0,0.564,0.584,279.0,339.0,0.823,52.0,230.0,282.0,649.0,158.0,12.0,189.0,151.0,1381.0,,0.0
1992,28.0,POR,NBA,PG,82.0,82.0,2784.0,521.0,1129.0,0.461,128.0,324.0,0.395,393.0,805.0,0.488,0.518,315.0,368.0,0.856,51.0,204.0,255.0,477.0,127.0,12.0,188.0,155.0,1485.0,,0.0
1993,29.0,POR,NBA,PG,81.0,81.0,2883.0,503.0,1108.0,0.454,143.0,345.0,0.414,360.0,763.0,0.472,0.519,327.0,388.0,0.843,58.0,258.0,316.0,419.0,101.0,10.0,199.0,122.0,1476.0,,0.0
1994,30.0,POR,NBA,PG,77.0,34.0,2074.0,348.0,836.0,0.416,110.0,282.0,0.39,238.0,554.0,0.43,0.482,204.0,234.0,0.872,45.0,170.0,215.0,401.0,79.0,18.0,166.0,132.0,1010.0,,0.0
1995,31.0,POR,NBA,PG,35.0,9.0,770.0,105.0,267.0,0.393,44.0,114.0,0.386,61.0,153.0,0.399,0.476,58.0,82.0,0.707,18.0,63.0,81.0,133.0,30.0,2.0,58.0,60.0,312.0,,0.0
1996,32.0,MIN,NBA,PG,82.0,40.0,2072.0,269.0,608.0,0.442,71.0,226.0,0.314,198.0,382.0,0.518,0.501,164.0,209.0,0.785,36.0,176.0,212.0,452.0,89.0,15.0,173.0,154.0,773.0,,0.0
1997,33.0,MIN,NBA,PG,82.0,20.0,1568.0,187.0,449.0,0.416,67.0,200.0,0.335,120.0,249.0,0.482,0.491,127.0,166.0,0.765,31.0,145.0,176.0,295.0,54.0,11.0,128.0,104.0,568.0,,0.0
1998,34.0,MIN,NBA,PG,82.0,8.0,1786.0,259.0,577.0,0.449,92.0,233.0,0.395,167.0,344.0,0.485,0.529,167.0,195.0,0.856,37.0,131.0,168.0,271.0,63.0,16.0,104.0,103.0,777.0,,0.0
1999,35.0,MIA,NBA,PG,50.0,1.0,1365.0,172.0,370.0,0.465,58.0,141.0,0.411,114.0,229.0,0.498,0.543,123.0,148.0,0.831,13.0,127.0,140.0,146.0,48.0,11.0,74.0,97.0,525.0,,0.0
2001,37.0,SAS,NBA,PG,80.0,42.0,1678.0,197.0,440.0,0.448,87.0,205.0,0.424,110.0,235.0,0.468,0.547,92.0,116.0,0.793,24.0,177.0,201.0,251.0,52.0,11.0,104.0,88.0,573.0,,0.0
2002,38.0,SAS,NBA,PG,72.0,0.0,1294.0,136.0,321.0,0.424,59.0,142.0,0.415,77.0,179.0,0.43,0.516,68.0,83.0,0.819,12.0,152.0,164.0,205.0,45.0,16.0,85.0,89.0,399.0,,0.0
