PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
John Wall,25.0,77,77.0,2784,572,1349,0.424,115,328,0.35100000000000003,457,1021,0.44799999999999995,0.467,272,344,0.7909999999999999,42,337,379,789,145,59,318,159,1531
Otto Porter,22.0,75,73.0,2276,339,717,0.473,98,267,0.36700000000000005,241,450,0.536,0.541,95,126,0.754,97,294,391,120,105,32,70,163,871
Marcin Gortat,31.0,75,74.0,2256,433,764,0.5670000000000001,0,1,0.0,433,763,0.5670000000000001,0.5670000000000001,146,207,0.705,222,519,741,106,47,96,121,193,1012
Jared Dudley,30.0,81,41.0,2098,233,487,0.478,100,238,0.42,133,249,0.534,0.581,72,98,0.735,54,232,286,170,75,18,80,190,638
Garrett Temple,29.0,80,43.0,1951,201,505,0.39799999999999996,89,258,0.345,112,247,0.45299999999999996,0.486,91,125,0.728,36,176,212,140,69,18,64,195,582
Bradley Beal,22.0,55,35.0,1708,359,799,0.449,105,271,0.387,254,528,0.48100000000000004,0.515,135,176,0.767,41,147,188,162,54,11,112,117,958
Ramon Sessions,29.0,82,5.0,1667,280,592,0.473,36,111,0.324,244,481,0.507,0.503,214,283,0.7559999999999999,25,178,203,239,46,5,115,102,810
DeJuan Blair,33.0,57,11.0,1094,209,384,0.544,0,3,0.0,209,381,0.5489999999999999,0.544,107,185,0.578,52,207,259,97,54,26,76,156,525
Gary Neal,31.0,40,2.0,807,151,325,0.465,41,100,0.41,110,225,0.489,0.528,47,55,0.855,11,72,83,47,20,1,29,55,390
Markieff Morris,26.0,27,21.0,712,134,287,0.467,25,79,0.316,109,208,0.524,0.51,42,55,0.764,30,128,158,37,25,17,45,80,335
Kelly Oubre,20.0,63,9.0,671,90,211,0.42700000000000005,25,79,0.316,65,132,0.49200000000000005,0.486,31,49,0.633,25,108,133,13,22,7,34,100,236
Kris Humphries,30.0,28,14.0,466,64,158,0.405,23,67,0.34299999999999997,41,91,0.451,0.478,29,31,0.935,26,89,115,16,3,14,20,42,180
Drew Gooden,34.0,30,0.0,305,33,103,0.32,7,41,0.171,26,62,0.419,0.354,9,14,0.643,28,57,85,13,8,11,13,40,82
Marcus Thornton,28.0,14,2.0,224,42,107,0.39299999999999996,18,54,0.33299999999999996,24,53,0.45299999999999996,0.47700000000000004,16,21,0.762,7,28,35,19,13,1,11,17,118
DeJuan Blair,26.0,29,0.0,218,28,68,0.41200000000000003,0,1,0.0,28,67,0.418,0.41200000000000003,5,13,0.385,20,37,57,11,8,2,15,53,61
Alan Anderson,33.0,13,0.0,192,21,59,0.35600000000000004,12,37,0.324,9,22,0.409,0.45799999999999996,11,15,0.733,1,26,27,14,4,1,2,25,65
Jarell Eddie,24.0,26,0.0,147,20,65,0.308,15,47,0.319,5,18,0.278,0.423,8,8,1.0,2,21,23,5,5,1,1,5,63
J.J. Hickson,27.0,15,0.0,131,25,46,0.5429999999999999,0,1,0.0,25,45,0.556,0.5429999999999999,19,44,0.43200000000000005,17,28,45,7,5,2,9,12,69
Ryan Hollins,31.0,5,3.0,48,4,7,0.5710000000000001,0,0,,4,7,0.5710000000000001,0.5710000000000001,0,0,,7,4,11,0,0,1,3,4,8
Team Totals,,82,,19755,3238,7033,0.46,709,1983,0.358,2529,5050,0.501,0.511,1349,1849,0.73,743,2688,3431,2005,708,323,1186,1708,8534
