Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008,28,TOR,Toronto Raptors,Chris Bosh,23,5,5,199,42,89,0.47,1,7,0.14,41,82,0.5,0.48,35,42,0.83,20,25,45,18,8,2,13,19,120
2008,28,TOR,Toronto Raptors,Anthony Parker,32,5,5,196,20,49,0.41,5,17,0.29,15,32,0.47,0.46,12,14,0.86,4,26,30,10,4,2,4,12,57
2008,28,TOR,Toronto Raptors,Jason Kapono,26,5,0,152,31,53,0.58,13,24,0.54,18,29,0.62,0.71,3,4,0.75,2,11,13,4,2,0,2,9,78
2008,28,TOR,Toronto Raptors,T.J. Ford,24,5,5,124,21,58,0.36,1,8,0.12,20,50,0.4,0.37,15,16,0.94,3,19,22,33,5,0,10,10,58
2008,28,TOR,Toronto Raptors,Carlos Delfino,25,5,0,121,15,37,0.4,4,15,0.27,11,22,0.5,0.46,9,10,0.9,5,19,24,11,4,0,3,14,43
2008,28,TOR,Toronto Raptors,Jose Calderon,26,5,0,120,22,50,0.44,10,21,0.48,12,29,0.41,0.54,5,5,1.0,4,14,18,35,1,0,6,15,59
2008,28,TOR,Toronto Raptors,Andrea Bargnani,22,5,5,104,13,39,0.33,4,16,0.25,9,23,0.39,0.38,2,2,1.0,1,6,7,2,4,3,2,15,32
2008,28,TOR,Toronto Raptors,Jamario Moon,27,5,3,104,11,29,0.38,4,11,0.36,7,18,0.39,0.45,1,1,1.0,7,17,24,4,6,3,2,6,27
2008,28,TOR,Toronto Raptors,Rasho Nesterovic,31,5,2,77,11,22,0.5,0,0,,11,22,0.5,0.5,1,2,0.5,3,10,13,3,1,2,5,14,23
2008,28,TOR,Toronto Raptors,Joey Graham,25,2,0,2,0,2,0.0,0,1,0.0,0,1,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0
2008,28,TOR,Toronto Raptors,Kris Humphries,22,3,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
2008,28,TOR,Toronto Raptors,Maceo Baston,32,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,1,0,0,0,0
