SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008,2,BOS,Paul Pierce,30,26,26,990,163,370,0.44,43,119,0.36,120,251,0.48,0.5,142,177,0.8,21,108,129,119,28,8,82,90,511
2008,2,BOS,Ray Allen,32,26,26,987,133,311,0.43,55,139,0.4,78,172,0.45,0.52,84,92,0.91,25,73,98,71,24,8,38,63,405
2008,2,BOS,Kevin Garnett,31,26,26,987,217,438,0.5,2,8,0.25,215,430,0.5,0.5,94,116,0.81,72,202,274,87,35,29,55,74,530
2008,2,BOS,Rajon Rondo,21,26,26,831,107,263,0.41,5,20,0.25,102,243,0.42,0.42,47,68,0.69,39,68,107,172,45,8,47,74,266
2008,2,BOS,Kendrick Perkins,23,25,25,631,62,106,0.58,0,1,0.0,62,105,0.59,0.58,40,59,0.68,52,101,153,13,15,32,31,91,164
2008,2,BOS,James Posey,31,26,0,573,52,119,0.44,35,88,0.4,17,31,0.55,0.58,35,40,0.88,12,81,93,28,26,8,14,61,174
2008,2,BOS,P.J. Brown,38,25,0,341,26,56,0.46,0,1,0.0,26,55,0.47,0.46,21,25,0.84,18,41,59,12,5,10,12,58,73
2008,2,BOS,Leon Powe,24,23,1,270,36,73,0.49,0,0,,36,73,0.49,0.49,44,66,0.67,32,30,62,4,0,3,12,45,116
2008,2,BOS,Sam Cassell,38,21,0,264,37,111,0.33,6,28,0.21,31,83,0.37,0.36,14,17,0.82,2,13,15,25,8,1,12,30,94
2008,2,BOS,Eddie House,29,21,0,165,17,56,0.3,11,31,0.36,6,25,0.24,0.4,7,8,0.88,2,20,22,18,5,1,4,13,52
2008,2,BOS,Glen Davis,22,17,0,137,14,34,0.41,0,1,0.0,14,33,0.42,0.41,11,18,0.61,12,13,25,7,5,4,10,27,39
2008,2,BOS,Tony Allen,26,15,0,65,9,16,0.56,0,1,0.0,9,15,0.6,0.56,2,5,0.4,1,2,3,3,2,0,1,5,20
