PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Reggie King,24,80,76,2609,5.3,10.4,0.509,0.0,0.0,,5.3,10.4,0.509,2.8,3.9,0.705,2.2,5.0,7.2,2.4,1.2,0.4,2.1,3.0,13.3
Mike Woodson,23,76,74,2186,8.4,16.5,0.507,0.1,0.4,0.292,8.3,16.1,0.513,3.3,4.2,0.78,1.6,2.3,3.9,3.4,2.2,0.5,2.4,3.3,20.1
Larry Drew,23,81,19,1973,6.5,13.8,0.473,0.1,0.5,0.29600000000000004,6.4,13.3,0.479,2.7,3.4,0.794,0.5,2.2,2.7,7.6,2.0,0.0,3.2,2.7,15.9
Phil Ford,25,72,65,1952,5.3,12.0,0.439,0.1,0.6,0.21899999999999997,5.1,11.4,0.451,2.5,3.1,0.8190000000000001,0.4,1.5,1.9,8.3,1.2,0.0,3.6,3.0,13.1
Ernie Grunfeld,26,81,11,1892,8.0,15.6,0.511,0.0,0.3,0.14300000000000002,8.0,15.4,0.517,3.6,4.4,0.821,1.0,2.4,3.5,5.3,1.4,0.7,2.8,3.6,19.6
Steve Johnson,24,78,50,1741,8.2,13.3,0.613,0.0,0.0,,8.2,13.3,0.613,4.4,6.8,0.642,3.1,6.3,9.5,1.9,0.8,1.8,4.1,7.7,20.7
Eddie Johnson,22,74,27,1517,7.0,15.3,0.45899999999999996,0.0,0.3,0.091,7.0,15.0,0.465,2.3,3.5,0.664,3.0,4.6,7.6,2.6,1.2,0.3,2.3,5.0,16.4
Cliff Robinson,21,38,30,1229,9.4,20.7,0.455,0.0,0.1,0.0,9.4,20.7,0.457,3.7,5.3,0.6940000000000001,2.4,7.0,9.4,2.1,1.3,1.8,2.5,3.5,22.5
Kevin Loder,22,71,13,1139,6.6,14.2,0.46399999999999997,0.0,0.3,0.0,6.6,13.8,0.47600000000000003,2.4,3.4,0.72,2.2,4.0,6.2,2.8,1.1,0.9,2.1,4.6,15.6
Leon Douglas,27,63,17,1093,2.3,4.6,0.5,0.0,0.0,,2.3,4.6,0.5,1.1,2.6,0.4,3.7,5.9,9.6,1.2,0.5,1.3,1.8,6.9,5.7
Reggie Johnson,24,31,9,783,7.5,13.5,0.556,0.0,0.0,0.0,7.5,13.4,0.5579999999999999,2.3,3.3,0.708,2.5,6.2,8.7,1.4,0.9,1.2,2.3,5.4,17.3
Kenny Dennard,23,30,3,607,3.7,7.2,0.512,0.0,0.0,,3.7,7.2,0.512,1.5,2.4,0.65,2.8,5.1,7.9,2.5,2.1,0.5,2.1,4.8,8.9
John Lambert,29,42,1,493,4.4,10.2,0.43200000000000005,0.1,0.4,0.16699999999999998,4.3,9.7,0.444,1.5,2.0,0.75,2.6,6.6,9.3,1.8,0.9,0.7,2.8,5.8,10.4
Joe Meriweather,28,18,10,380,4.5,8.6,0.516,0.0,0.0,,4.5,8.6,0.516,2.9,3.8,0.775,2.4,6.0,8.3,1.6,1.2,2.0,2.4,6.4,11.8
Hawkeye Whitney,24,23,4,266,3.4,9.6,0.35200000000000004,0.0,0.1,0.0,3.4,9.5,0.35700000000000004,0.5,0.9,0.5710000000000001,1.8,3.7,5.4,2.6,1.6,0.1,1.9,4.2,7.3
Sam Lacey,33,2,1,20,5.4,9.0,0.6,0.0,0.0,,5.4,9.0,0.6,0.0,3.6,0.0,0.0,7.2,7.2,7.2,3.6,1.8,3.6,3.6,10.8
