PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Dennis Johnson,27,80,77,2937,7.1,15.1,0.47,0.1,0.5,0.19,7.0,14.5,0.48,4.9,6.1,0.8059999999999999,1.7,3.3,5.0,4.5,1.3,0.7,2.9,3.1,19.1
Kyle Macy,24,82,72,2845,6.1,12.0,0.514,0.5,1.3,0.39,5.7,10.7,0.529,1.9,2.1,0.899,1.0,2.3,3.3,4.9,1.8,0.1,1.6,2.3,14.7
Truck Robinson,30,74,72,2745,7.6,14.8,0.513,0.0,0.0,1.0,7.6,14.8,0.513,3.3,4.9,0.687,2.6,6.8,9.5,2.3,0.6,0.4,2.6,2.8,18.5
Alvan Adams,27,79,75,2393,7.6,15.5,0.494,0.0,0.0,0.0,7.6,15.4,0.494,2.7,3.5,0.7809999999999999,2.1,6.7,8.8,5.4,1.7,1.2,2.9,4.0,18.0
Rich Kelley,28,81,39,1892,4.5,9.6,0.467,0.0,0.0,0.0,4.5,9.6,0.46799999999999997,3.2,4.2,0.7490000000000001,3.2,6.3,9.5,5.6,1.2,1.4,4.6,5.6,12.2
Alvin Scott,26,81,38,1740,3.9,7.9,0.49700000000000005,0.0,0.0,0.0,3.9,7.8,0.5,2.2,3.1,0.73,2.0,4.1,6.1,3.1,1.2,1.4,2.0,3.5,10.1
Jeff Cook,25,76,22,1298,4.2,9.9,0.42200000000000004,0.0,0.1,0.0,4.2,9.9,0.424,2.5,3.7,0.664,3.1,5.2,8.3,2.8,1.0,0.6,2.2,4.8,10.8
Larry Nance,22,80,0,1186,6.9,13.2,0.521,0.0,0.0,0.0,6.9,13.2,0.522,2.3,3.6,0.6409999999999999,2.9,4.9,7.8,2.5,1.3,2.2,3.2,5.1,16.1
Walter Davis,27,55,12,1182,10.7,20.4,0.523,0.1,0.5,0.188,10.6,19.9,0.531,2.8,3.4,0.82,0.6,2.5,3.1,4.9,1.4,0.1,3.4,3.2,24.2
Dudley Bradley,24,64,3,937,4.8,10.8,0.445,0.0,0.2,0.25,4.8,10.6,0.44799999999999995,2.8,3.8,0.74,1.2,2.2,3.3,3.1,3.0,0.4,2.7,4.4,12.5
Joel Kramer,26,56,0,549,3.6,8.7,0.414,0.0,0.0,,3.6,8.7,0.414,2.2,2.8,0.7859999999999999,2.4,4.7,7.1,3.3,1.2,0.7,1.7,4.1,9.4
Craig Dykema,22,32,0,103,5.9,12.9,0.45899999999999996,0.7,1.4,0.5,5.2,11.5,0.455,2.4,3.1,0.778,1.0,3.1,4.2,5.2,0.7,0.0,2.4,6.6,15.0
John McCullough,25,8,0,23,14.1,20.3,0.6920000000000001,0.0,0.0,,14.1,20.3,0.6920000000000001,4.7,7.8,0.6,1.6,4.7,6.3,4.7,3.1,0.0,4.7,4.7,32.9
