PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Michael Brooks,23,82,73,2750,7.0,14.0,0.504,0.0,0.1,0.0,7.0,13.9,0.507,2.6,3.5,0.757,2.7,5.5,8.2,3.1,1.5,0.5,2.6,3.7,16.7
Tom Chambers,22,81,58,2682,7.4,14.2,0.525,0.0,0.0,0.0,7.4,14.1,0.526,3.8,6.1,0.62,2.8,4.7,7.5,2.0,0.8,0.6,3.0,4.6,18.7
Jerome Whitehead,25,72,63,2214,6.6,11.8,0.5589999999999999,0.0,0.0,,6.6,11.8,0.5589999999999999,3.0,3.9,0.763,3.8,7.0,10.8,1.7,0.8,0.7,2.3,4.7,16.2
Joe Bryant,27,75,49,1988,6.2,12.7,0.486,0.1,0.5,0.267,6.0,12.2,0.496,3.5,4.5,0.785,1.4,3.5,5.0,3.4,1.4,0.5,3.3,4.5,16.0
Phil Smith,29,48,39,1446,6.3,14.3,0.44,0.1,0.6,0.20800000000000002,6.2,13.7,0.45,3.1,4.2,0.732,0.8,2.1,2.9,5.8,1.1,0.5,2.9,3.8,15.8
Brian Taylor,30,41,40,1274,4.7,9.3,0.503,0.6,1.8,0.365,4.0,7.5,0.536,2.5,3.1,0.818,0.7,2.0,2.7,6.5,1.3,0.3,2.3,3.2,12.5
John Douglas,25,64,9,1031,6.3,13.6,0.465,0.6,2.1,0.305,5.7,11.5,0.494,2.3,3.6,0.657,0.9,2.2,3.1,5.1,1.7,0.3,3.2,5.1,15.6
Jim Brogan,23,63,19,1027,5.8,12.8,0.45299999999999996,0.3,1.1,0.281,5.5,11.6,0.47,2.1,2.9,0.726,2.1,2.1,4.2,5.5,1.7,0.5,2.9,4.3,14.0
Michael Wiley,24,61,1,1013,7.2,12.8,0.565,0.0,0.2,0.0,7.2,12.6,0.573,3.5,5.0,0.695,2.4,4.1,6.5,1.8,1.4,0.6,2.5,4.5,17.9
Jim Smith,23,72,3,858,3.6,7.1,0.509,0.0,0.0,,3.6,7.1,0.509,1.6,3.6,0.45899999999999996,3.0,4.6,7.6,1.9,0.9,2.1,2.0,7.8,8.9
Charlie Criss,33,28,20,840,5.9,12.3,0.479,0.3,0.9,0.381,5.6,11.4,0.48700000000000004,3.3,3.7,0.884,0.3,1.6,1.9,4.8,0.9,0.2,2.2,2.4,15.4
Freeman Williams,25,37,10,808,10.4,22.9,0.456,1.1,3.3,0.324,9.4,19.6,0.478,5.3,6.2,0.843,0.9,1.3,2.2,3.0,1.0,0.0,4.0,3.8,27.2
Al Wood,23,29,5,692,7.4,14.4,0.518,0.2,0.9,0.16699999999999998,7.3,13.4,0.5429999999999999,3.8,4.7,0.802,1.5,3.2,4.7,2.4,1.1,0.4,3.1,3.8,18.8
Swen Nater,32,21,7,575,6.3,11.0,0.5770000000000001,0.1,0.1,1.0,6.3,10.9,0.575,3.7,4.9,0.747,2.9,9.1,12.0,1.9,0.4,0.6,3.0,4.0,16.4
Armond Hill,28,19,14,480,2.5,6.7,0.382,0.0,0.1,0.0,2.5,6.5,0.391,1.6,2.4,0.688,0.5,1.6,2.0,6.1,1.2,0.2,3.9,3.8,6.8
Ron Davis,27,7,0,67,5.4,13.4,0.4,0.0,0.0,,5.4,13.4,0.4,1.6,3.2,0.5,3.8,3.2,7.0,2.1,0.0,0.0,2.7,4.3,12.4
Rock Lee,26,2,0,10,3.6,7.2,0.5,0.0,0.0,,3.6,7.2,0.5,0.0,14.4,0.0,0.0,3.6,3.6,7.2,0.0,0.0,0.0,10.8,7.2
