SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1988,9,DET,Isiah Thomas,26,23,23,39.6,8.0,18.2,0.44,0.6,1.9,0.3,7.4,16.3,0.45,0.45,5.4,6.6,0.83,1.1,3.5,4.7,8.7,2.9,0.3,3.7,3.1,21.9
1988,9,DET,Adrian Dantley,32,23,23,35.0,6.7,12.7,0.52,0.0,0.1,0.0,6.7,12.6,0.53,0.52,6.1,7.7,0.79,1.6,3.0,4.7,2.0,0.8,0.0,2.2,2.2,19.4
1988,9,DET,Joe Dumars,24,23,23,35.0,4.9,10.7,0.46,0.1,0.3,0.33,4.8,10.5,0.46,0.46,2.4,2.7,0.89,0.8,1.4,2.2,4.9,0.6,0.1,1.7,2.2,12.3
1988,9,DET,Bill Laimbeer,30,23,23,33.9,5.0,10.9,0.46,0.2,0.7,0.29,4.7,10.1,0.47,0.47,1.7,2.0,0.89,1.9,7.7,9.6,1.9,0.8,0.8,1.3,3.3,11.9
1988,9,DET,John Salley,23,23,0,27.1,2.4,4.5,0.54,0.0,0.0,0.0,2.4,4.5,0.54,0.54,2.1,3.0,0.71,2.8,4.0,6.7,0.9,0.7,1.6,1.0,3.8,7.0
1988,9,DET,Vinnie Johnson,31,23,0,20.7,4.4,10.4,0.42,0.0,0.3,0.14,4.3,10.1,0.43,0.42,1.4,2.2,0.66,1.5,1.7,3.3,1.9,0.7,0.2,0.9,2.1,10.3
1988,9,DET,Dennis Rodman,26,23,0,20.6,3.1,5.9,0.52,0.0,0.1,0.0,3.1,5.8,0.53,0.52,1.0,2.3,0.41,2.2,3.7,5.9,0.9,0.6,0.6,1.3,3.8,7.1
1988,9,DET,Rick Mahorn,29,23,21,17.8,1.3,3.9,0.34,0.0,0.0,,1.3,3.9,0.34,0.34,0.6,0.8,0.68,0.8,3.0,3.9,0.6,0.2,0.4,0.7,2.8,3.3
1988,9,DET,James Edwards,32,22,2,14.0,2.5,5.0,0.51,0.0,0.0,0.0,2.5,5.0,0.51,0.51,1.2,1.9,0.66,1.0,2.0,3.1,0.5,0.1,0.5,0.5,2.5,6.3
1988,9,DET,Ralph Lewis,24,10,0,1.7,0.2,0.6,0.33,0.0,0.1,0.0,0.2,0.5,0.4,0.33,0.0,0.0,,0.3,0.5,0.8,0.1,0.0,0.0,0.0,0.2,0.4
1988,9,DET,Walker Russell,27,7,0,1.4,0.3,0.7,0.4,0.0,0.0,,0.3,0.7,0.4,0.4,0.3,0.3,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.9
1988,9,DET,Chuck Nevitt,28,3,0,1.3,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.0,0.0,,0.7,0.3,1.0,0.0,0.0,0.0,0.3,0.3,0.7
