PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Michael Jordan,24,10,10,42.7,13.8,26.0,0.531,0.1,0.3,0.33299999999999996,13.7,25.7,0.5329999999999999,0.5329999999999999,8.6,9.9,0.8690000000000001,2.3,4.8,7.1,4.7,2.4,1.1,3.9,3.8,36.3
Charles Oakley,24,10,10,37.3,4.0,9.1,0.44,0.0,0.2,0.0,4.0,8.9,0.449,0.44,2.1,2.4,0.875,3.9,8.9,12.8,3.2,0.6,0.4,1.8,3.3,10.1
Dave Corzine,31,10,10,30.8,2.7,7.6,0.355,0.0,0.0,,2.7,7.6,0.355,0.355,0.7,1.3,0.5379999999999999,1.5,4.2,5.7,0.8,0.3,0.8,1.2,2.1,6.1
Horace Grant,22,10,0,29.9,4.6,8.1,0.568,0.0,0.1,0.0,4.6,8.0,0.575,0.568,0.9,1.5,0.6,2.5,4.5,7.0,1.6,1.4,0.2,0.7,3.5,10.1
Scottie Pippen,22,10,6,29.4,4.6,9.9,0.465,0.3,0.6,0.5,4.3,9.3,0.462,0.48,0.5,0.7,0.7140000000000001,2.4,2.8,5.2,2.4,0.8,0.8,2.6,3.3,10.0
Sam Vincent,24,10,10,25.1,4.1,11.0,0.373,0.0,0.3,0.0,4.1,10.7,0.38299999999999995,0.373,2.0,2.5,0.8,0.6,1.3,1.9,4.4,0.8,0.1,2.7,2.3,10.2
John Paxson,27,10,0,16.5,2.0,5.3,0.377,0.2,1.2,0.16699999999999998,1.8,4.1,0.439,0.396,0.4,0.4,1.0,0.0,0.4,0.4,3.0,0.1,0.1,0.5,2.4,4.6
Rory Sparrow,29,7,0,15.1,1.4,4.6,0.313,0.3,0.6,0.5,1.1,4.0,0.28600000000000003,0.344,0.6,0.9,0.667,0.0,0.4,0.4,2.6,0.6,0.0,0.6,1.6,3.7
Brad Sellers,25,10,4,14.4,1.5,4.3,0.349,0.0,0.0,,1.5,4.3,0.349,0.349,1.5,1.7,0.882,1.0,1.1,2.1,0.8,0.2,0.5,0.5,1.8,4.5
Elston Turner,28,4,0,7.3,0.3,1.5,0.16699999999999998,0.0,0.0,,0.3,1.5,0.16699999999999998,0.16699999999999998,0.0,0.0,,0.3,1.0,1.3,1.5,0.0,0.0,0.3,0.5,0.5
Mike Brown,24,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,2.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
