PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Alvin Robertson,25,3,3,39.7,10.0,17.7,0.5660000000000001,1.0,2.3,0.429,9.0,15.3,0.5870000000000001,0.594,2.3,3.0,0.778,1.7,3.0,4.7,9.3,4.0,0.3,3.0,5.0,23.3
Frank Brickowski,28,3,3,37.7,7.3,14.7,0.5,0.3,0.3,1.0,7.0,14.3,0.488,0.511,4.3,6.3,0.684,2.3,5.0,7.3,4.7,2.0,0.7,3.0,4.0,19.3
Greg Anderson,23,3,3,31.7,5.7,12.0,0.47200000000000003,0.0,0.0,,5.7,12.0,0.47200000000000003,0.47200000000000003,1.3,3.0,0.444,2.0,5.0,7.0,1.0,0.7,1.3,3.3,3.3,12.7
Walter Berry,23,3,0,31.3,9.0,16.7,0.54,0.0,0.3,0.0,9.0,16.3,0.551,0.54,4.0,5.0,0.8,4.3,2.7,7.0,2.0,1.7,0.7,3.7,3.3,22.0
Jon Sundvold,26,3,3,30.0,5.0,10.0,0.5,1.0,3.0,0.33299999999999996,4.0,7.0,0.5710000000000001,0.55,0.7,1.0,0.667,0.3,1.0,1.3,5.0,1.3,0.0,1.0,1.0,11.7
Mike Mitchell,32,3,3,24.7,4.3,12.3,0.35100000000000003,0.0,0.0,,4.3,12.3,0.35100000000000003,0.35100000000000003,1.7,2.0,0.833,2.0,3.0,5.0,1.3,0.3,0.3,1.7,1.7,10.3
Ed Nealy,27,2,0,18.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.0,,1.5,2.0,3.5,2.0,0.5,0.0,0.5,3.0,2.0
Johnny Dawkins,24,3,0,17.7,2.0,7.7,0.261,0.0,0.7,0.0,2.0,7.0,0.28600000000000003,0.261,1.0,1.3,0.75,0.3,0.7,1.0,1.7,0.7,0.0,0.3,0.7,5.0
Kurt Nimphius,29,3,0,10.0,1.7,3.3,0.5,0.0,0.0,,1.7,3.3,0.5,0.5,0.7,0.7,1.0,1.0,1.7,2.7,0.7,0.0,0.3,0.0,2.3,4.0
Ricky Wilson,23,2,0,4.5,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0
Walter Berry,29,2,0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,1.5,0.0,0.0
Phil Zevenbergen,23,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
