PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Mark Price,23,5,5,41.0,7.6,13.4,0.5670000000000001,1.0,2.4,0.41700000000000004,6.6,11.0,0.6,0.604,4.8,5.0,0.96,0.6,3.0,3.6,7.6,0.6,0.0,1.6,2.2,21.0
Brad Daugherty,22,5,5,40.8,5.8,12.6,0.46,0.0,0.0,,5.8,12.6,0.46,0.46,4.2,6.2,0.677,2.0,7.2,9.2,3.2,0.4,1.4,3.2,2.2,15.8
Larry Nance,28,5,5,40.0,6.8,12.8,0.531,0.0,0.0,,6.8,12.8,0.531,0.531,3.2,3.6,0.889,2.0,5.2,7.2,3.6,0.4,2.2,2.8,2.6,16.8
Ron Harper,24,4,4,33.5,7.5,15.8,0.47600000000000003,0.0,0.5,0.0,7.5,15.3,0.49200000000000005,0.47600000000000003,2.8,4.0,0.688,1.0,4.0,5.0,3.8,2.8,1.0,2.8,2.3,17.8
Mike Sanders,27,5,5,26.8,5.6,10.4,0.5379999999999999,0.0,0.2,0.0,5.6,10.2,0.5489999999999999,0.5379999999999999,1.6,2.0,0.8,2.2,2.8,5.0,1.4,0.6,0.4,2.2,4.2,12.8
Hot Rod Williams,25,5,0,26.6,4.0,8.0,0.5,0.0,0.0,,4.0,8.0,0.5,0.5,1.2,2.6,0.462,2.6,3.2,5.8,0.8,0.6,1.4,0.8,2.6,9.2
Craig Ehlo,26,5,1,25.6,3.4,8.0,0.425,0.0,1.6,0.0,3.4,6.4,0.531,0.425,2.0,3.2,0.625,0.6,3.0,3.6,3.4,1.0,0.0,2.4,2.8,8.8
Dell Curry,23,2,0,8.5,0.5,2.0,0.25,0.0,0.5,0.0,0.5,1.5,0.33299999999999996,0.25,0.0,0.0,,0.5,0.0,0.5,1.0,0.0,0.5,0.0,0.5,1.0
Phil Hubbard,31,3,0,7.0,0.3,2.0,0.16699999999999998,0.0,0.0,,0.3,2.0,0.16699999999999998,0.16699999999999998,0.0,0.3,0.0,0.3,0.7,1.0,0.0,0.0,0.0,0.3,0.3,0.7
Chris Dudley,22,4,0,6.0,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.3,0.5,0.5,1.0,0.5,1.5,0.5,0.0,0.0,0.3,0.8,1.3
