PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Magic Johnson,28,24,24,40.2,7.0,13.7,0.514,0.3,0.6,0.5,6.8,13.1,0.514,0.524,5.5,6.5,0.852,1.3,4.1,5.4,12.6,1.4,0.2,3.5,2.5,19.9
Byron Scott,26,24,24,37.4,7.4,14.9,0.499,1.0,2.3,0.436,6.4,12.6,0.51,0.532,3.8,4.3,0.865,1.1,3.1,4.2,2.5,1.4,0.2,2.0,2.7,19.6
James Worthy,26,24,24,37.3,8.5,16.3,0.523,0.0,0.4,0.111,8.5,15.9,0.5329999999999999,0.524,4.0,5.3,0.758,2.2,3.6,5.8,4.4,1.4,0.8,2.3,2.4,21.1
A.C. Green,24,24,18,30.3,3.8,7.0,0.544,0.0,0.0,,3.8,7.0,0.544,0.544,2.3,3.0,0.753,2.4,4.9,7.3,0.8,0.5,0.5,1.1,2.5,10.0
Kareem Abdul-Jabbar,40,24,24,29.9,5.9,12.7,0.46399999999999997,0.0,0.1,0.0,5.9,12.6,0.467,0.46399999999999997,2.3,3.0,0.789,2.0,3.4,5.5,1.5,0.6,1.5,1.9,3.4,14.1
Mychal Thompson,33,24,0,25.6,4.1,8.0,0.513,0.0,0.0,,4.1,8.0,0.513,0.513,1.5,2.6,0.581,2.6,4.5,7.1,0.5,0.7,0.9,1.4,2.9,9.7
Michael Cooper,31,24,0,24.5,2.3,5.5,0.41200000000000003,1.0,2.6,0.40299999999999997,1.2,2.9,0.42,0.508,0.8,1.1,0.741,0.6,1.8,2.4,2.8,0.8,0.4,0.9,2.4,6.4
Kurt Rambis,29,19,6,9.8,1.1,1.8,0.618,0.0,0.0,,1.1,1.8,0.618,0.618,0.5,0.7,0.6920000000000001,0.7,2.0,2.7,0.5,0.3,0.1,0.4,1.5,2.7
Tony Campbell,25,15,0,6.3,1.2,2.8,0.429,0.0,0.1,0.0,1.2,2.7,0.439,0.429,0.7,1.1,0.688,0.3,0.4,0.7,0.3,0.2,0.0,0.3,1.1,3.1
Mike Smrek,25,8,0,4.3,0.1,0.6,0.2,0.0,0.0,,0.1,0.6,0.2,0.2,0.1,0.4,0.33299999999999996,0.1,0.6,0.8,0.0,0.1,0.4,0.3,0.5,0.4
Milt Wagner,24,5,0,2.8,0.4,1.0,0.4,0.0,0.2,0.0,0.4,0.8,0.5,0.4,0.4,0.4,1.0,0.0,0.4,0.4,0.6,0.0,0.2,0.0,0.6,1.2
Wes Matthews,28,10,0,2.7,0.2,0.5,0.4,0.0,0.1,0.0,0.2,0.4,0.5,0.4,0.8,1.0,0.8,0.0,0.1,0.1,0.2,0.1,0.0,0.3,0.4,1.2
