PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Larry Bird,31,17,17,44.9,8.9,19.9,0.45,0.7,1.9,0.375,8.2,18.0,0.45799999999999996,0.467,5.9,6.6,0.894,1.7,7.1,8.8,6.8,2.1,0.8,2.9,2.6,24.5
Kevin McHale,30,17,17,42.1,9.3,15.4,0.603,0.1,0.1,1.0,9.2,15.4,0.602,0.605,6.8,8.1,0.8390000000000001,3.2,4.8,8.0,2.4,0.4,1.8,2.3,3.8,25.4
Dennis Johnson,33,17,17,41.3,5.4,12.4,0.433,0.4,0.9,0.375,5.0,11.4,0.43799999999999994,0.44799999999999995,4.8,6.1,0.7959999999999999,0.9,3.6,4.5,8.2,1.4,0.5,2.6,3.0,15.9
Danny Ainge,28,17,17,39.4,4.2,10.8,0.386,1.1,3.4,0.32799999999999996,3.1,7.4,0.413,0.43799999999999994,2.2,2.5,0.8809999999999999,0.9,2.2,3.1,6.4,0.5,0.1,2.4,3.8,11.6
Robert Parish,34,17,17,36.8,5.9,11.1,0.532,0.0,0.0,,5.9,11.1,0.532,0.532,2.9,3.6,0.82,3.0,6.9,9.9,1.2,0.6,1.1,2.2,2.5,14.7
Jim Paxson,30,15,0,12.5,1.1,3.9,0.28800000000000003,0.0,0.1,0.0,1.1,3.8,0.298,0.28800000000000003,1.1,1.3,0.8,0.1,0.5,0.6,0.7,0.4,0.1,0.8,1.2,3.3
Mark Acres,25,17,0,9.3,0.8,1.5,0.5379999999999999,0.0,0.0,,0.8,1.5,0.5379999999999999,0.5379999999999999,0.5,1.1,0.5,0.8,1.3,2.1,0.1,0.1,0.1,0.4,1.9,2.2
Fred Roberts,27,15,0,6.7,0.7,1.4,0.524,0.0,0.0,,0.7,1.4,0.524,0.524,0.5,0.7,0.636,0.5,0.5,1.1,0.2,0.2,0.0,0.4,1.3,1.9
Artis Gilmore,38,14,0,6.1,0.3,0.6,0.5,0.0,0.0,,0.3,0.6,0.5,0.5,0.5,1.0,0.5,0.3,1.1,1.4,0.1,0.0,0.3,0.3,1.0,1.1
Reggie Lewis,22,12,0,5.8,1.1,2.8,0.382,0.0,0.1,0.0,1.1,2.8,0.39399999999999996,0.382,0.3,0.4,0.6,0.8,0.6,1.3,0.3,0.3,0.2,0.0,1.1,2.4
Dirk Minniefield,27,11,0,4.5,0.5,1.3,0.429,0.2,0.4,0.5,0.4,0.9,0.4,0.5,0.2,0.2,1.0,0.1,0.1,0.2,1.0,0.2,0.0,0.9,1.2,1.5
Brad Lohaus,23,9,0,2.9,0.9,1.2,0.727,0.0,0.2,0.0,0.9,1.0,0.889,0.727,0.0,0.0,,0.1,0.3,0.4,0.0,0.0,0.1,0.1,0.4,1.8
