Player ID,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2534,5.0,148.0,11.6,0.45,0.36,0.13,1.3,12.1,6.3,22.1,2.2,0.5,11.4,33.6,-0.3,0.0,-0.3,-0.1,-1.1,-2.0,-3.1,0.0
