Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2914,Gary Trent,1974-09-22,28.0,0.0,232.0,35.0,88.0,0.4,0.0,3.0,0,35.0,85.0,0.41,0.4,18.0,31.0,0.58,20.0,21.0,41.0,8.0,2.0,1.0,16.0,39.0,88.0,0
