Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996,8,1928,DEN,Denver Nuggets,Antonio McDyess,"September 7, 1974",21.0,NBA,PF,76.0,75.0,2280.0,6.7,13.9,0.48,0.0,0.1,0.0,6.7,13.8,0.49,2.6,3.8,0.68,3.6,5.4,9.0,1.2,0.9,1.8,2.4,3.9,16.1
1997,8,1928,DEN,Denver Nuggets,Antonio McDyess,"September 7, 1974",22.0,NBA,PF,74.0,73.0,2565.0,7.5,16.2,0.46,0.1,0.5,0.17,7.4,15.7,0.47,3.8,5.4,0.71,2.2,5.4,7.5,1.5,0.9,1.8,2.8,3.9,19.0
1998,24,1928,PHO,Phoenix Suns,Antonio McDyess,"September 7, 1974",23.0,NBA,PF,81.0,81.0,2441.0,7.3,13.7,0.54,0.0,0.0,0.0,7.3,13.6,0.54,3.4,4.9,0.7,3.0,6.0,9.0,1.6,1.5,2.0,2.1,4.3,18.1
1999,8,1928,DEN,Denver Nuggets,Antonio McDyess,"September 7, 1974",24.0,NBA,C,50.0,50.0,1937.0,7.7,16.4,0.47,0.0,0.2,0.11,7.7,16.2,0.47,4.3,6.3,0.68,3.1,6.9,10.0,1.5,1.4,2.1,2.6,3.3,19.7
2000,8,1928,DEN,Denver Nuggets,Antonio McDyess,"September 7, 1974",25.0,NBA,PF,81.0,81.0,2698.0,8.2,16.2,0.51,0.0,0.0,0.0,8.2,16.1,0.51,4.3,6.9,0.63,3.1,6.0,9.1,2.1,0.9,1.9,3.1,4.2,20.7
2001,8,1928,DEN,Denver Nuggets,Antonio McDyess,"September 7, 1974",26.0,NBA,PF,70.0,70.0,2555.0,8.1,16.4,0.5,0.0,0.0,,8.1,16.4,0.5,4.3,6.1,0.7,3.4,8.5,11.9,2.1,0.6,1.4,2.3,3.1,20.5
2002,8,1928,DEN,Denver Nuggets,Antonio McDyess,"September 7, 1974",27.0,NBA,PF,10.0,10.0,236.0,6.6,11.4,0.57,0.0,0.0,,6.6,11.4,0.57,4.1,5.0,0.82,2.7,5.6,8.4,2.7,1.5,1.2,3.1,3.1,17.2
2004,31,1928,TOT,Total After Trade,Antonio McDyess,"September 7, 1974",29.0,NBA,PF,42.0,20.0,927.0,4.9,10.4,0.47,0.0,0.0,,4.9,10.4,0.47,1.5,2.7,0.55,2.7,7.3,10.0,1.4,1.4,0.9,2.2,4.5,11.3
2004,20,1928,NYK,New York Knicks,Antonio McDyess,"September 7, 1974",29.0,NBA,PF,18.0,6.0,421.0,5.6,12.1,0.46,0.0,0.0,,5.6,12.1,0.46,1.9,3.2,0.58,2.7,7.5,10.2,1.7,1.0,0.9,2.3,3.9,13.0
2004,24,1928,PHO,Phoenix Suns,Antonio McDyess,"September 7, 1974",29.0,NBA,PF,24.0,14.0,506.0,4.3,9.0,0.48,0.0,0.0,,4.3,9.0,0.48,1.1,2.2,0.52,2.8,7.0,9.8,1.1,1.8,0.9,2.1,5.1,9.8
2005,9,1928,DET,Detroit Pistons,Antonio McDyess,"September 7, 1974",30.0,NBA,PF,77.0,8.0,1797.0,6.2,12.0,0.51,0.0,0.0,0.0,6.2,12.0,0.51,2.5,3.8,0.66,3.5,6.1,9.7,1.4,0.9,1.0,1.9,4.1,14.8
2006,9,1928,DET,Detroit Pistons,Antonio McDyess,"September 7, 1974",31.0,NBA,PF,82.0,0.0,1733.0,5.9,11.6,0.51,0.0,0.0,0.0,5.9,11.6,0.51,1.4,2.5,0.56,3.2,5.8,9.1,1.9,1.0,1.0,1.6,4.6,13.3
2007,9,1928,DET,Detroit Pistons,Antonio McDyess,"September 7, 1974",32.0,NBA,PF,82.0,3.0,1729.0,5.9,11.2,0.53,0.0,0.0,,5.9,11.2,0.53,2.0,2.9,0.69,3.4,6.9,10.3,1.5,1.3,1.4,1.6,5.0,13.8
2008,9,1928,DET,Detroit Pistons,Antonio McDyess,"September 7, 1974",33.0,NBA,PF,78.0,78.0,2285.0,4.6,9.5,0.49,0.0,0.0,0.0,4.6,9.4,0.49,1.5,2.5,0.62,3.2,7.3,10.5,1.4,1.0,0.8,1.2,3.9,10.8
2009,9,1928,DET,Detroit Pistons,Antonio McDyess,"September 7, 1974",34.0,NBA,PF,62.0,30.0,1866.0,5.2,10.1,0.51,0.0,0.0,,5.2,10.1,0.51,1.2,1.7,0.7,3.6,8.1,11.7,1.6,0.8,1.0,1.0,3.7,11.5
2010,27,1928,SAS,San Antonio Spurs,Antonio McDyess,"September 7, 1974",35.0,NBA,PF,77.0,50.0,1617.0,4.6,9.5,0.48,0.0,0.0,0.0,4.6,9.5,0.48,0.8,1.3,0.63,3.3,6.8,10.1,1.8,1.0,0.7,1.8,3.3,9.9
2011,27,1928,SAS,San Antonio Spurs,Antonio McDyess,"September 7, 1974",36.0,NBA,PF,73.0,16.0,1387.0,4.4,8.9,0.49,0.0,0.0,0.0,4.4,8.9,0.49,1.3,2.0,0.68,3.2,7.1,10.3,2.2,0.9,1.0,1.9,4.2,10.1
