SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1983,23,PHI,Moses Malone,27,13,,40.3,9.7,18.1,0.54,0.0,0.1,0.0,9.7,18.0,0.54,0.54,6.6,9.2,0.72,5.4,10.5,15.8,1.5,1.5,1.9,3.1,3.1,26.0
1983,23,PHI,Julius Erving,32,13,,37.9,7.3,16.2,0.45,0.0,0.1,0.0,7.3,16.2,0.45,0.45,3.8,5.2,0.72,2.5,5.2,7.6,3.4,1.2,2.1,3.0,3.2,18.4
1983,23,PHI,Maurice Cheeks,26,13,,37.2,6.4,12.7,0.5,0.1,0.2,0.5,6.3,12.5,0.5,0.51,3.5,4.9,0.7,0.8,2.2,3.0,7.0,2.0,0.2,2.6,1.8,16.3
1983,23,PHI,Andrew Toney,25,12,,29.8,7.3,15.4,0.47,0.0,0.4,0.0,7.3,15.0,0.48,0.47,4.3,5.8,0.75,0.9,1.4,2.3,4.6,0.9,0.1,3.8,3.6,18.8
1983,23,PHI,Bobby Jones,31,12,,27.0,3.6,6.5,0.55,0.0,0.1,0.0,3.6,6.4,0.56,0.55,1.4,1.7,0.85,1.6,3.3,4.8,2.8,1.3,1.5,1.5,2.4,8.6
1983,23,PHI,Clint Richardson,26,13,,24.5,2.8,6.4,0.45,0.0,0.0,,2.8,6.4,0.45,0.45,1.1,1.3,0.82,1.1,1.9,3.0,1.8,1.2,0.2,1.1,2.8,6.8
1983,23,PHI,Marc Iavaroni,26,13,,21.8,2.2,4.0,0.56,0.0,0.0,,2.2,4.0,0.56,0.56,0.7,1.4,0.5,1.7,2.7,4.4,1.5,0.6,0.5,1.0,3.2,5.2
1983,23,PHI,Clemon Johnson,26,12,,16.8,2.1,4.1,0.51,0.0,0.0,,2.1,4.1,0.51,0.51,0.0,0.3,0.0,1.8,1.8,3.6,0.6,0.3,0.4,1.0,2.3,4.2
1983,23,PHI,Franklin Edwards,23,12,,8.4,1.1,2.7,0.41,0.0,0.0,,1.1,2.7,0.41,0.41,1.2,1.4,0.82,0.2,0.6,0.8,1.4,0.4,0.0,0.5,0.6,3.3
1983,23,PHI,Reggie Johnson,25,5,,6.4,0.4,0.8,0.5,0.0,0.0,,0.4,0.8,0.5,0.5,0.4,0.4,1.0,0.0,0.0,0.0,0.6,0.2,0.0,0.6,1.0,1.2
1983,23,PHI,Earl Cureton,25,5,,5.0,0.2,0.8,0.25,0.0,0.0,,0.2,0.8,0.25,0.25,0.0,0.0,,0.0,1.0,1.0,0.2,0.4,0.0,0.6,1.0,0.4
1983,23,PHI,Mark McNamara,23,2,,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2.0
