PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Marques Johnson,26,9,,42.4,9.4,19.4,0.486,0.0,0.1,0.0,9.4,19.3,0.489,0.486,3.1,4.8,0.6509999999999999,3.1,4.9,8.0,4.2,0.9,0.8,2.3,2.4,22.0
Sidney Moncrief,25,9,,41.9,6.9,15.8,0.43700000000000006,0.0,0.1,0.0,6.9,15.7,0.44,0.43700000000000006,5.1,6.8,0.754,3.1,3.6,6.7,3.7,2.0,0.3,3.0,2.8,18.9
Junior Bridgeman,29,9,,34.2,6.8,14.4,0.469,0.2,0.6,0.4,6.6,13.9,0.47200000000000003,0.47700000000000004,3.1,3.3,0.9329999999999999,2.3,2.7,5.0,3.1,1.1,0.2,2.1,2.9,16.9
Bob Lanier,34,9,,27.8,5.7,9.9,0.573,0.0,0.0,,5.7,9.9,0.573,0.573,2.3,3.9,0.6,1.9,5.1,7.0,2.6,0.6,1.6,2.3,3.6,13.7
Brian Winters,30,9,,26.7,4.0,9.3,0.429,0.3,1.2,0.273,3.7,8.1,0.452,0.446,1.6,1.9,0.8240000000000001,0.8,1.7,2.4,3.6,0.7,0.4,1.9,2.4,9.9
Alton Lister,24,9,,22.9,3.0,7.0,0.429,0.0,0.1,0.0,3.0,6.9,0.435,0.429,0.4,0.6,0.8,2.3,4.4,6.8,1.2,1.0,1.7,1.9,3.3,6.4
Paul Pressey,24,9,,16.7,2.1,5.2,0.40399999999999997,0.0,0.1,0.0,2.1,5.1,0.413,0.40399999999999997,0.9,2.2,0.4,1.6,2.1,3.7,1.6,1.0,0.7,2.0,2.6,5.1
Harvey Catchings,31,9,,15.4,1.0,2.1,0.474,0.0,0.0,,1.0,2.1,0.474,0.474,0.3,0.3,1.0,1.7,2.6,4.2,0.4,0.2,1.1,0.2,2.0,2.3
Charlie Criss,34,9,,12.9,1.7,3.8,0.441,0.0,0.1,0.0,1.7,3.7,0.455,0.441,1.9,2.0,0.9440000000000001,0.1,1.4,1.6,1.3,1.0,0.0,0.3,1.3,5.2
Paul Mokeski,26,4,,3.0,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,0.3,0.3,0.5,0.3,0.3,0.0,0.0,0.3,1.0
Phil Ford,26,2,,2.5,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,3.0
