PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Mychal Thompson,28,7,,40.6,5.7,12.1,0.47100000000000003,0.0,0.0,,5.7,12.1,0.47100000000000003,0.47100000000000003,3.6,5.4,0.6579999999999999,2.3,5.7,8.0,5.6,0.9,1.1,4.0,3.4,15.0
Calvin Natt,26,7,,39.1,7.1,14.6,0.49,0.1,0.3,0.5,7.0,14.3,0.49,0.495,4.4,6.9,0.6459999999999999,3.1,6.0,9.1,1.6,1.1,0.1,1.3,2.0,18.9
Jim Paxson,25,7,,37.1,9.7,16.6,0.586,0.3,0.6,0.5,9.4,16.0,0.589,0.595,3.6,4.7,0.758,0.6,1.6,2.1,2.6,1.3,0.1,2.1,1.6,23.3
Wayne Cooper,26,7,,32.6,5.1,10.6,0.486,0.0,0.0,,5.1,10.6,0.486,0.486,2.1,2.4,0.882,3.4,4.6,8.0,1.3,0.3,1.1,2.4,4.7,12.4
Darnell Valentine,23,7,,29.3,4.9,11.4,0.425,0.1,0.3,0.5,4.7,11.1,0.423,0.431,2.3,3.0,0.762,0.7,1.4,2.1,8.7,1.4,0.4,2.7,3.0,12.1
Kenny Carr,27,7,,24.4,3.7,8.6,0.433,0.0,0.0,,3.7,8.6,0.433,0.433,2.6,3.3,0.7829999999999999,2.1,5.1,7.3,1.4,0.4,0.7,1.4,3.7,10.0
Fat Lever,22,7,,19.1,2.7,6.0,0.452,0.0,0.0,,2.7,6.0,0.452,0.452,0.6,0.7,0.8,0.4,1.6,2.0,4.4,1.0,0.0,0.6,1.9,6.0
Linton Townes,23,6,,10.0,2.2,4.5,0.48100000000000004,0.2,0.5,0.33299999999999996,2.0,4.0,0.5,0.5,1.0,1.2,0.857,0.3,0.2,0.5,0.8,0.0,0.0,0.5,1.8,5.5
Audie Norris,22,7,,7.6,1.0,1.9,0.5379999999999999,0.0,0.0,,1.0,1.9,0.5379999999999999,0.5379999999999999,0.1,0.3,0.5,0.4,1.3,1.7,0.7,0.3,0.3,0.3,0.7,2.1
Don Buse,32,5,,6.2,0.4,1.6,0.25,0.0,0.0,,0.4,1.6,0.25,0.25,0.6,0.8,0.75,0.0,0.4,0.4,1.4,0.0,0.0,0.4,0.4,1.4
Hank McDowell,23,2,,2.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Jeff Lamp,23,1,,1.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
