PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Truck Robinson,31,6,,34.2,6.5,12.2,0.534,0.0,0.0,,6.5,12.2,0.534,0.534,2.7,4.7,0.5710000000000001,3.5,7.5,11.0,2.2,1.7,0.3,2.3,4.2,15.7
Rory Sparrow,24,6,,33.7,5.0,11.8,0.423,0.2,0.8,0.2,4.8,11.0,0.439,0.43,2.8,3.5,0.81,0.5,1.7,2.2,7.0,1.2,0.0,2.2,3.0,13.0
Bernard King,26,6,,30.7,9.3,16.2,0.5770000000000001,0.2,0.5,0.33299999999999996,9.2,15.7,0.585,0.5820000000000001,4.7,5.8,0.8,1.3,2.7,4.0,2.2,0.3,0.0,1.7,2.7,23.5
Bill Cartwright,25,6,,28.7,4.2,7.2,0.581,0.0,0.0,,4.2,7.2,0.581,0.581,2.8,3.7,0.773,1.5,4.2,5.7,0.7,0.5,1.2,3.2,4.2,11.2
Paul Westphal,32,6,,26.0,3.7,8.3,0.44,0.5,1.3,0.375,3.2,7.0,0.452,0.47,1.7,2.2,0.769,0.0,1.3,1.3,5.7,0.3,0.3,1.5,2.2,9.5
Ernie Grunfeld,27,6,,19.7,2.5,5.7,0.441,0.0,0.0,,2.5,5.7,0.441,0.441,3.0,3.2,0.9470000000000001,0.3,1.0,1.3,1.7,1.2,0.3,1.5,2.8,8.0
Marvin Webster,30,6,,19.2,1.2,3.0,0.389,0.0,0.0,,1.2,3.0,0.389,0.389,2.3,3.7,0.636,2.2,2.5,4.7,0.5,0.0,1.2,0.7,3.0,4.7
Louis Orr,24,6,,17.5,3.0,7.8,0.38299999999999995,0.0,0.0,,3.0,7.8,0.38299999999999995,0.38299999999999995,1.7,1.7,1.0,1.3,2.2,3.5,0.5,0.8,0.7,1.3,1.7,7.7
Sly Williams,25,5,,16.4,3.2,8.2,0.39,0.2,0.2,1.0,3.0,8.0,0.375,0.402,0.6,0.6,1.0,2.0,2.2,4.2,1.2,0.6,0.2,2.4,0.8,7.2
Trent Tucker,23,6,,14.2,1.5,2.5,0.6,0.2,0.3,0.5,1.3,2.2,0.615,0.633,1.2,1.7,0.7,0.3,1.2,1.5,0.8,0.3,0.0,0.3,1.2,4.3
Ed Sherod,23,4,,3.8,0.3,1.0,0.25,0.0,0.0,,0.3,1.0,0.25,0.25,0.0,0.0,,0.0,0.3,0.3,0.8,0.8,0.0,0.3,0.5,0.5
Mike Davis,26,1,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
