SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1983,27,SAS,George Gervin,30,11,,39.7,9.8,18.9,0.52,0.0,0.2,0.0,9.8,18.7,0.52,0.52,5.5,6.3,0.88,1.9,4.8,6.7,3.4,1.1,0.4,4.2,3.5,25.2
1983,27,SAS,Mike Mitchell,27,11,,38.4,9.3,18.2,0.51,0.1,0.2,0.5,9.2,18.0,0.51,0.51,2.3,3.0,0.76,3.0,6.5,9.5,1.1,0.6,1.7,2.3,3.1,20.9
1983,27,SAS,Johnny Moore,24,11,,37.6,9.5,17.9,0.53,0.8,1.5,0.53,8.7,16.4,0.53,0.56,2.5,3.2,0.8,0.7,3.5,4.3,14.6,2.5,0.3,2.5,3.7,22.5
1983,27,SAS,Artis Gilmore,33,11,,36.5,6.9,12.0,0.58,0.0,0.0,,6.9,12.0,0.58,0.58,2.9,4.2,0.7,3.4,9.5,12.9,1.6,0.8,3.1,2.5,4.2,16.7
1983,27,SAS,Gene Banks,23,11,,36.2,6.9,13.6,0.51,0.0,0.0,,6.9,13.6,0.51,0.51,2.1,3.2,0.66,2.5,4.5,6.9,4.5,1.0,0.1,1.9,2.3,15.9
1983,27,SAS,Edgar Jones,26,11,,17.5,2.5,5.6,0.45,0.0,0.2,0.0,2.5,5.5,0.47,0.45,1.7,3.0,0.58,2.1,2.7,4.8,1.5,0.5,1.3,1.6,4.0,6.8
1983,27,SAS,Mike Dunleavy,28,11,,15.8,2.0,5.9,0.34,0.7,2.7,0.27,1.3,3.2,0.4,0.4,0.8,1.2,0.69,0.3,0.9,1.2,4.5,0.8,0.1,1.3,2.0,5.5
1983,27,SAS,Billy Paultz,34,11,,12.1,1.2,2.9,0.41,0.0,0.0,,1.2,2.9,0.41,0.41,0.4,0.4,1.0,1.0,1.9,2.9,1.0,0.4,0.2,0.5,1.6,2.7
1983,27,SAS,Roger Phegley,26,8,,4.8,1.1,2.1,0.53,0.4,0.5,0.75,0.8,1.6,0.46,0.62,0.4,0.5,0.75,0.1,0.9,1.0,0.1,0.0,0.0,0.1,0.8,3.0
1983,27,SAS,Mike Sanders,22,6,,4.2,1.2,2.2,0.54,0.0,0.0,,1.2,2.2,0.54,0.54,0.0,0.0,,0.3,1.2,1.5,0.7,0.0,0.0,0.0,0.5,2.3
1983,27,SAS,Ed Rains,26,3,,3.7,0.7,1.7,0.4,0.0,0.3,0.0,0.7,1.3,0.5,0.4,0.0,0.0,,0.3,0.0,0.3,0.3,0.0,0.0,0.3,0.0,1.3
1983,27,SAS,Robert Smith,27,6,,3.2,0.7,1.5,0.44,0.0,0.2,0.0,0.7,1.3,0.5,0.44,0.3,0.3,1.0,0.5,0.3,0.8,1.0,0.2,0.0,0.2,0.3,1.7
