SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1985,17,MIL,Sidney Moncrief,27,8,7,39.9,6.9,12.4,0.56,0.5,1.3,0.4,6.4,11.1,0.57,0.58,8.8,9.4,0.93,1.3,3.0,4.3,5.0,0.6,0.5,2.5,3.3,23.0
1985,17,MIL,Terry Cummings,23,8,8,38.9,10.8,18.6,0.58,0.0,0.1,0.0,10.8,18.5,0.58,0.58,6.0,7.3,0.83,2.6,6.1,8.8,2.5,1.5,0.9,3.3,4.1,27.5
1985,17,MIL,Paul Pressey,26,8,8,37.0,5.6,11.0,0.51,0.1,0.4,0.33,5.5,10.6,0.52,0.52,3.9,4.8,0.82,1.9,4.1,6.0,7.6,2.3,0.6,4.0,3.4,15.3
1985,17,MIL,Craig Hodges,24,8,8,27.0,3.5,9.6,0.36,0.5,2.9,0.17,3.0,6.8,0.44,0.39,0.5,0.6,0.8,0.3,1.4,1.6,3.3,1.5,0.1,2.3,3.6,8.0
1985,17,MIL,Alton Lister,26,8,8,25.4,3.4,7.5,0.45,0.0,0.0,,3.4,7.5,0.45,0.45,1.9,4.0,0.47,3.4,4.4,7.8,1.9,0.8,1.9,2.0,4.5,8.6
1985,17,MIL,Ricky Pierce,25,8,1,24.8,4.5,9.1,0.49,0.0,0.3,0.0,4.5,8.9,0.51,0.49,0.9,1.1,0.78,1.0,1.3,2.3,1.9,0.4,0.1,2.1,3.3,9.9
1985,17,MIL,Paul Mokeski,28,8,0,19.3,2.0,4.5,0.44,0.0,0.0,,2.0,4.5,0.44,0.44,1.5,1.5,1.0,1.0,3.3,4.3,1.5,0.3,0.5,1.5,3.5,5.5
1985,17,MIL,Randy Breuer,24,8,0,13.0,1.9,3.3,0.58,0.0,0.0,,1.9,3.3,0.58,0.58,1.8,2.6,0.67,1.1,1.9,3.0,0.0,0.3,0.3,1.0,1.9,5.5
1985,17,MIL,Paul Thompson,23,3,0,11.3,1.7,4.0,0.42,0.0,0.7,0.0,1.7,3.3,0.5,0.42,1.0,1.7,0.6,0.3,1.3,1.7,0.7,1.3,0.3,1.3,1.0,4.3
1985,17,MIL,Charles Davis,26,5,0,10.2,1.6,4.0,0.4,0.0,0.4,0.0,1.6,3.6,0.44,0.4,0.6,0.8,0.75,1.2,0.8,2.0,0.8,0.0,0.0,0.8,0.4,3.8
1985,17,MIL,Chris Engler,25,1,0,6.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0
1985,17,MIL,Kevin Grevey,31,5,0,5.6,0.8,2.6,0.31,0.0,0.0,,0.8,2.6,0.31,0.31,0.8,0.8,1.0,0.2,0.2,0.4,0.4,0.4,0.0,0.0,1.0,2.4
