Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985,22.0,UTA,NBA,PG,82,5,1490,3.8,8.0,0.471,0.0,0.3,0.182,3.7,7.8,0.481,3.4,4.7,0.736,0.6,1.9,2.5,10.0,2.6,0.3,3.6,4.9,11.1
1986,23.0,UTA,NBA,PG,82,38,1935,4.2,8.7,0.489,0.0,0.3,0.133,4.2,8.4,0.501,3.2,3.8,0.839,0.6,2.7,3.3,11.3,2.9,0.2,3.1,4.2,11.7
1987,24.0,UTA,NBA,PG,82,2,1858,4.5,9.0,0.499,0.1,0.8,0.179,4.3,8.2,0.528,3.5,4.4,0.782,0.6,2.3,2.9,13.0,3.4,0.3,3.2,4.3,12.6
1988,25.0,UTA,NBA,PG,82,79,2842,5.8,10.0,0.574,0.3,0.8,0.358,5.4,9.2,0.594,3.4,4.1,0.84,0.7,2.3,3.0,14.3,3.1,0.2,3.3,3.1,15.3
1989,26.0,UTA,NBA,PG,82,82,3171,5.6,10.5,0.538,0.2,0.7,0.242,5.5,9.7,0.561,4.4,5.1,0.863,0.9,1.9,2.8,12.7,3.0,0.2,3.5,2.7,15.9
1990,27.0,UTA,NBA,PG,78,78,2915,5.8,11.3,0.514,0.6,1.4,0.416,5.2,9.9,0.528,4.4,5.3,0.819,0.7,1.8,2.5,14.0,2.6,0.2,3.4,2.9,16.6
1991,28.0,UTA,NBA,PG,82,82,3103,5.8,11.3,0.507,0.7,1.9,0.345,5.1,9.4,0.541,4.2,5.0,0.836,0.5,2.2,2.7,13.5,2.7,0.2,3.5,2.7,16.4
1992,29.0,UTA,NBA,PG,82,82,3002,5.4,11.3,0.482,1.0,2.4,0.407,4.4,8.8,0.503,3.7,4.4,0.842,0.8,2.4,3.2,13.5,2.9,0.3,3.4,2.8,15.6
1993,30.0,UTA,NBA,PG,82,82,2863,5.5,11.3,0.486,0.9,2.4,0.385,4.6,9.0,0.513,3.7,4.6,0.798,0.8,2.2,3.0,12.4,2.5,0.3,3.3,2.8,15.6
1994,31.0,UTA,NBA,PG,82,82,2969,5.6,10.5,0.528,0.6,1.8,0.322,5.0,8.7,0.57,3.3,4.1,0.805,0.9,2.3,3.1,12.5,2.4,0.3,3.2,2.9,15.0
1995,32.0,UTA,NBA,PG,82,82,2867,5.4,9.9,0.542,1.3,2.9,0.449,4.1,7.1,0.58,3.1,3.8,0.804,0.7,2.4,3.2,12.7,2.4,0.3,3.4,2.7,15.1
1996,33.0,UTA,NBA,PG,82,82,2915,5.4,10.1,0.538,1.2,2.8,0.422,4.3,7.3,0.582,2.9,3.5,0.83,0.7,2.1,2.8,11.3,1.7,0.2,3.0,2.6,14.9
1997,34.0,UTA,NBA,PG,82,82,2896,5.2,9.4,0.548,0.9,2.2,0.422,4.2,7.2,0.587,3.4,4.0,0.846,0.6,2.3,2.8,10.7,2.1,0.2,3.1,2.4,14.7
1998,35.0,UTA,NBA,PG,64,64,1858,5.2,9.9,0.528,0.8,1.8,0.429,4.5,8.1,0.55,3.7,4.5,0.827,0.7,2.5,3.2,10.5,1.7,0.2,3.1,2.7,14.9
1999,36.0,UTA,NBA,PG,50,50,1410,5.1,10.5,0.488,0.4,1.3,0.32,4.7,9.2,0.511,3.5,4.3,0.811,0.8,2.9,3.7,9.5,2.1,0.3,2.8,2.7,14.1
2001,38.0,UTA,NBA,PG,82,82,2397,4.9,9.8,0.504,0.9,2.0,0.462,4.0,7.8,0.514,3.4,4.2,0.817,0.8,2.6,3.4,10.7,2.0,0.3,3.0,2.9,14.2
2002,39.0,UTA,NBA,PG,82,82,2566,5.6,10.9,0.517,0.4,1.1,0.321,5.3,9.8,0.539,3.9,4.5,0.857,0.8,2.9,3.7,9.5,2.1,0.3,2.9,2.9,15.5
2003,40.0,UTA,NBA,PG,82,82,2275,4.9,10.1,0.483,0.5,1.3,0.363,4.4,8.9,0.5,3.8,4.5,0.826,0.8,2.4,3.2,10.0,2.2,0.3,2.9,2.9,14.0
