Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007,15,1011,MEM,Memphis Grizzlies,20.0,NBA,SF,78.0,43.0,2103.0,5.5,13.0,0.42,0.9,2.4,0.36,4.6,10.6,0.44,2.6,3.6,0.73,1.6,4.4,6.0,1.7,1.2,1.3,2.4,3.3,14.5
2008,15,1011,MEM,Memphis Grizzlies,21.0,NBA,SF,81.0,81.0,3000.0,7.5,16.3,0.46,1.6,4.6,0.35,5.9,11.6,0.51,3.0,3.8,0.78,1.7,4.3,6.0,1.9,1.3,0.9,2.3,2.8,19.6
2009,15,1011,MEM,Memphis Grizzlies,22.0,NBA,SF,79.0,78.0,2945.0,7.0,15.4,0.45,1.0,3.0,0.35,6.0,12.5,0.48,3.2,4.2,0.77,1.3,4.0,5.3,1.7,1.2,0.7,2.5,2.7,18.3
2010,15,1011,MEM,Memphis Grizzlies,23.0,NBA,SF,80.0,80.0,3175.0,6.8,14.6,0.47,0.7,2.3,0.33,6.1,12.3,0.49,3.4,4.5,0.75,1.3,4.0,5.4,1.7,1.3,0.7,1.9,2.3,17.8
2011,15,1011,MEM,Memphis Grizzlies,24.0,NBA,SF,54.0,54.0,2152.0,6.8,14.5,0.47,1.0,2.4,0.4,5.9,12.1,0.49,3.2,4.0,0.8,1.4,4.2,5.6,2.6,1.5,1.0,2.3,2.2,17.9
2012,15,1011,MEM,Memphis Grizzlies,25.0,NBA,SF,65.0,65.0,2422.0,7.2,15.9,0.46,0.8,2.6,0.31,6.4,13.3,0.48,3.1,3.9,0.79,1.9,4.3,6.2,2.2,1.4,0.8,2.4,2.1,18.3
2013,31,1011,TOT,Total After Trade,26.0,NBA,SF,75.0,74.0,2687.0,7.0,16.8,0.42,1.1,3.5,0.32,5.9,13.3,0.44,3.2,4.0,0.81,1.3,4.9,6.2,2.7,1.5,0.7,2.7,2.4,18.3
2013,15,1011,MEM,Memphis Grizzlies,26.0,NBA,SF,42.0,42.0,1541.0,6.6,16.1,0.41,0.9,3.0,0.31,5.6,13.1,0.43,2.8,3.6,0.78,1.3,4.5,5.8,2.5,1.3,0.7,2.4,2.0,16.9
2013,28,1011,TOR,Toronto Raptors,26.0,NBA,SF,33.0,32.0,1146.0,7.5,17.7,0.42,1.4,4.1,0.34,6.2,13.6,0.45,3.7,4.4,0.86,1.4,5.3,6.7,3.0,1.8,0.7,3.0,3.0,20.2
2014,31,1011,TOT,Total After Trade,27.0,NBA,SF,73.0,73.0,2531.0,7.6,16.8,0.46,0.9,2.8,0.33,6.7,14.0,0.48,4.5,5.5,0.82,1.6,4.6,6.2,3.0,1.4,0.8,3.2,2.4,20.7
2014,28,1011,TOR,Toronto Raptors,27.0,NBA,SF,18.0,18.0,639.0,7.3,18.9,0.39,1.2,3.3,0.37,6.1,15.5,0.39,3.8,5.0,0.77,1.6,5.9,7.5,2.3,1.6,1.3,3.3,2.6,19.7
2014,26,1011,SAC,Sacramento Kings,27.0,NBA,SF,55.0,55.0,1892.0,7.7,16.1,0.48,0.8,2.6,0.31,6.9,13.4,0.52,4.8,5.7,0.84,1.6,4.2,5.8,3.2,1.3,0.6,3.1,2.4,21.1
2015,26,1011,SAC,Sacramento Kings,28.0,NBA,SF,68.0,67.0,2408.0,7.6,16.7,0.46,1.2,3.3,0.36,6.4,13.4,0.48,5.0,5.9,0.86,1.5,4.5,6.0,3.7,1.1,0.6,2.7,2.3,21.4
2016,26,1011,SAC,Sacramento Kings,29.0,NBA,SF,70.0,70.0,2379.0,7.1,15.2,0.46,1.1,3.3,0.34,5.9,12.0,0.5,3.0,3.8,0.78,1.6,5.3,6.9,1.8,1.5,0.8,2.1,2.8,18.2
2017,26,1011,SAC,Sacramento Kings,30.0,NBA,SF,30.0,30.0,1013.0,7.1,15.7,0.46,1.5,4.0,0.37,5.7,11.7,0.48,4.2,4.9,0.86,1.2,5.5,6.8,2.9,1.6,0.9,2.6,2.8,20.0
2018,27,1011,SAS,San Antonio Spurs,31.0,NBA,PF,57.0,6.0,1231.0,7.4,15.7,0.47,1.1,3.5,0.31,6.3,12.3,0.52,3.3,4.2,0.77,2.2,6.3,8.5,2.1,1.3,1.1,2.3,2.9,19.2
2019,27,1011,SAS,San Antonio Spurs,32.0,NBA,PF,69.0,51.0,1842.0,7.3,14.6,0.5,1.4,3.6,0.4,5.9,11.0,0.54,2.3,2.9,0.82,1.2,8.0,9.2,3.6,1.1,0.7,2.2,3.1,18.5
2020,27,1011,SAS,San Antonio Spurs,33.0,NBA,PF,67.0,5.0,1461.0,6.6,14.7,0.45,1.8,5.4,0.34,4.7,9.3,0.51,3.0,3.4,0.88,1.5,7.4,8.9,2.8,0.9,0.8,2.2,2.5,17.9
2021,27,1011,SAS,San Antonio Spurs,34.0,NBA,PF,16.0,0.0,362.0,7.3,16.7,0.44,2.7,7.4,0.36,4.6,9.3,0.49,1.4,1.9,0.74,1.8,7.2,9.0,2.5,1.1,1.2,1.6,3.2,18.6
