Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1993,11,1329,HOU,Houston Rockets,22.0,NBA,SF,12.0,12.0,374.0,4.5,9.7,0.46,0.9,2.9,0.3,3.7,6.8,0.54,1.9,2.6,0.74,1.3,4.6,6.0,3.7,1.7,1.5,2.7,2.9,11.8
1994,11,1329,HOU,Houston Rockets,23.0,NBA,SF,23.0,23.0,778.0,4.5,10.5,0.43,1.6,4.1,0.38,3.0,6.3,0.47,1.8,2.4,0.76,1.9,4.6,6.5,3.8,1.6,0.9,1.2,3.1,12.4
1995,11,1329,HOU,Houston Rockets,24.0,NBA,PF,22.0,22.0,841.0,4.0,8.9,0.44,1.9,4.7,0.4,2.1,4.2,0.5,2.5,3.3,0.74,1.7,4.9,6.6,3.3,1.4,1.1,1.1,3.0,12.3
1996,11,1329,HOU,Houston Rockets,25.0,NBA,SF,8.0,8.0,308.0,4.3,10.6,0.41,2.5,6.2,0.4,1.9,4.4,0.42,1.2,2.7,0.44,1.8,4.9,6.7,2.8,2.5,1.5,1.8,3.4,12.3
1997,14,1329,LAL,Los Angeles Lakers,26.0,NBA,SF,9.0,9.0,279.0,2.2,4.9,0.45,1.5,3.6,0.43,0.6,1.3,0.5,1.8,2.3,0.78,1.5,4.6,6.2,1.7,1.3,0.9,1.4,3.5,7.7
1998,14,1329,LAL,Los Angeles Lakers,27.0,NBA,PF,13.0,13.0,422.0,3.3,6.0,0.56,0.5,1.5,0.35,2.8,4.5,0.62,2.4,3.5,0.68,2.9,4.3,7.2,3.4,1.2,1.2,1.5,3.8,9.6
1999,14,1329,LAL,Los Angeles Lakers,28.0,NBA,PF,8.0,0.0,177.0,2.4,5.3,0.46,1.0,2.4,0.42,1.4,2.8,0.5,2.2,2.8,0.79,2.0,5.3,7.3,2.2,1.2,1.2,1.4,5.9,8.1
2001,14,1329,LAL,Los Angeles Lakers,30.0,NBA,PF,16.0,0.0,382.0,3.0,8.2,0.37,1.6,4.4,0.36,1.4,3.8,0.38,1.2,2.1,0.59,2.8,5.0,7.8,2.9,2.1,1.5,1.7,4.7,8.9
2002,14,1329,LAL,Los Angeles Lakers,31.0,NBA,PF,19.0,14.0,703.0,3.1,7.0,0.45,1.2,3.2,0.39,1.9,3.8,0.5,1.5,1.9,0.79,1.8,6.0,7.9,3.1,1.7,0.8,1.5,3.4,9.0
2003,14,1329,LAL,Los Angeles Lakers,32.0,NBA,PF,12.0,10.0,373.0,2.9,9.1,0.32,0.2,3.7,0.05,2.7,5.4,0.5,0.5,0.9,0.56,2.2,5.5,7.7,3.6,1.4,1.2,1.6,3.6,6.5
2004,27,1329,SAS,San Antonio Spurs,33.0,NBA,PF,10.0,0.0,211.0,3.4,7.3,0.46,1.4,3.8,0.36,2.0,3.6,0.57,2.2,2.4,0.93,4.3,6.5,10.7,1.5,1.4,0.3,1.7,5.3,10.4
2005,27,1329,SAS,San Antonio Spurs,34.0,NBA,PF,23.0,0.0,618.0,4.3,9.5,0.45,2.2,5.0,0.45,2.0,4.5,0.45,1.7,2.4,0.73,2.7,4.6,7.3,2.7,1.2,1.2,1.2,3.1,12.5
2006,27,1329,SAS,San Antonio Spurs,35.0,NBA,PF,13.0,5.0,224.0,2.4,5.9,0.4,1.0,2.7,0.35,1.4,3.2,0.45,3.1,4.2,0.73,3.1,4.7,7.7,1.8,0.8,1.4,1.6,5.0,8.8
2007,27,1329,SAS,San Antonio Spurs,36.0,NBA,PF,18.0,0.0,361.0,2.5,6.0,0.42,1.3,3.7,0.35,1.2,2.3,0.52,1.4,1.7,0.82,1.6,5.4,7.0,2.9,1.1,2.4,1.4,3.0,7.7
2008,27,1329,SAS,San Antonio Spurs,37.0,NBA,PF,15.0,0.0,154.0,1.6,8.4,0.19,1.2,5.1,0.23,0.5,3.3,0.14,0.9,1.4,0.67,2.6,4.9,7.5,1.9,1.2,1.2,0.5,7.9,5.4
