PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Kobe Bryant,34.0,78.0,3013.0,0.46299999999999997,0.51,0.324,0.504,0.8390000000000001,0.57,0.39299999999999996,0.255,102.0,106.0,90.0,102.0,111.0,107.0,145.0,105.0,24.4,133.1
Dwight Howard,27.0,76.0,2722.0,0.578,0.581,0.16699999999999998,0.579,0.49200000000000005,0.573,0.887,0.006999999999999999,128.0,120.0,46.0,117.0,65.0,107.0,328.0,3.0,133.8,87.5
Metta World Peace,33.0,75.0,2530.0,0.40299999999999997,0.46399999999999997,0.342,0.488,0.7340000000000001,0.517,0.205,0.5,89.0,96.0,95.0,98.0,97.0,97.0,76.0,205.0,-13.1,-31.6
Antawn Jamison,36.0,76.0,1636.0,0.46399999999999997,0.535,0.36,0.537,0.691,0.561,0.23600000000000002,0.405,103.0,111.0,100.0,108.0,92.0,105.0,87.0,166.0,47.1,33.2
Pau Gasol,32.0,49.0,1655.0,0.466,0.475,0.28600000000000003,0.473,0.7020000000000001,0.512,0.307,0.048,103.0,98.0,80.0,95.0,93.0,96.0,114.0,20.0,-26.9,-29.8
Steve Nash,38.0,50.0,1627.0,0.49700000000000005,0.519,0.439,0.557,0.922,0.605,0.244,0.27399999999999997,110.0,107.0,122.0,112.0,123.0,113.0,90.0,112.0,57.4,73.5
Jodie Meeks,25.0,78.0,1663.0,0.387,0.442,0.35700000000000004,0.502,0.8959999999999999,0.54,0.18100000000000002,0.645,85.0,91.0,99.0,101.0,119.0,101.0,67.0,265.0,5.8,6.1
Earl Clark,25.0,59.0,1363.0,0.44,0.479,0.337,0.486,0.6970000000000001,0.51,0.19699999999999998,0.26899999999999996,97.0,99.0,94.0,98.0,93.0,95.0,73.0,111.0,-8.2,-20.5
Steve Blake,32.0,45.0,1175.0,0.42200000000000004,0.424,0.42100000000000004,0.556,0.7709999999999999,0.573,0.13,0.633,93.0,88.0,117.0,112.0,102.0,107.0,48.0,260.0,31.9,21.8
Darius Morris,22.0,48.0,683.0,0.38799999999999996,0.402,0.364,0.452,0.649,0.475,0.19699999999999998,0.35100000000000003,86.0,83.0,101.0,91.0,86.0,89.0,73.0,144.0,-16.7,-24.4
Jordan Hill,25.0,29.0,458.0,0.49700000000000005,0.503,0.0,0.49700000000000005,0.6559999999999999,0.5329999999999999,0.39399999999999996,0.013000000000000001,110.0,104.0,,100.0,87.0,100.0,145.0,5.0,0.1,-0.4
Chris Duhon,30.0,46.0,820.0,0.382,0.43799999999999994,0.363,0.516,0.462,0.517,0.106,0.74,84.0,91.0,101.0,104.0,61.0,97.0,39.0,304.0,4.9,-4.6
Devin Ebanks,23.0,19.0,197.0,0.32899999999999996,0.353,0.273,0.37,0.7859999999999999,0.41100000000000003,0.192,0.301,73.0,73.0,76.0,75.0,104.0,77.0,71.0,124.0,-18.5,-19.6
Robert Sacre,23.0,32.0,203.0,0.375,0.375,,0.375,0.636,0.40700000000000003,0.22899999999999998,0.0,83.0,78.0,,76.0,85.0,76.0,85.0,,-11.7,-13.5
Andrew Goudelock,24.0,1.0,6.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,-2.0,-2.1
Darius Johnson-Odom,23.0,4.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.25,,,,,,,,103.0,-4.0,-4.3
Team,,,,0.45799999999999996,0.503,0.355,0.512,0.6920000000000001,0.5479999999999999,0.345,0.303,101.0,104.0,99.0,103.0,92.0,102.0,127.0,125.0,204.5,204.4
League Average,,,,0.45299999999999996,0.483,0.359,0.496,0.753,0.535,0.271,0.243,,,,,,,,,,
