NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
8,James Blackwell,PG,6-0,190,1968-02-25,US,R,Dartmouth College
7,Dee Brown,SG,6-1,160,1968-11-29,US,4,Jacksonville University
45,Tony Dawson,SF,6-7,215,1967-08-25,US,1,Florida State
20,Sherman Douglas,PG,6-0,180,1966-09-15,US,5,Syracuse
55,Acie Earl,C,6-10,240,1970-06-23,US,1,Iowa
30,Blue Edwards,SF,6-4,200,1965-10-31,US,5,East Carolina University
29,Pervis Ellison,C,6-9,210,1967-04-03,US,5,Louisville
44,Rick Fox,SF,6-7,230,1969-07-24,CA,3,UNC
43,Tony Harris,SG,6-3,190,1967-05-13,US,2,"Lamar, New Orleans"
5,Jay Humphries,PG,6-3,185,1962-10-17,US,10,Colorado
34,Xavier McDaniel,SF,6-7,205,1963-06-04,US,9,Wichita State
9,Greg Minor,SG,6-6,210,1971-09-18,US,R,Louisville
0,Eric Montross,C,7-0,270,1971-09-23,US,R,UNC
40,Dino Radja,PF,6-11,225,1967-04-24,HR,1,
31,Derek Strong,PF,6-8,220,1968-02-09,US,3,Xavier
4,David Wesley,PG,6-0,190,1970-11-14,US,1,Baylor
12,Dominique Wilkins,SF,6-8,215,1960-01-12,FR,12,Georgia
