SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1995,25,POR,2,Mark Bryant,PF,6-9,245,1965-04-25,US,6,Seton Hall
1995,25,POR,22,Clyde Drexler,SG,6-7,210,1962-06-22,US,11,Houston
1995,25,POR,24,Chris Dudley,C,6-11,235,1965-02-22,US,7,Yale
1995,25,POR,53,James Edwards,C,7-0,225,1955-11-22,US,17,Washington
1995,25,POR,44,Harvey Grant,PF,6-8,195,1965-07-04,US,6,"Clemson, Oklahoma"
1995,25,POR,12,Steve Henson,PG,5-11,177,1968-02-02,US,4,Kansas State
1995,25,POR,25,Jerome Kersey,SF,6-7,215,1962-06-26,US,10,Longwood University
1995,25,POR,11,Negele Knight,PG,6-1,175,1967-03-06,US,4,Dayton
1995,25,POR,23,Aaron McKie,SG,6-5,209,1972-10-02,US,R,Temple
1995,25,POR,31,Tracy Murray,SF,6-7,225,1971-07-25,US,2,UCLA
1995,25,POR,30,Terry Porter,PG,6-3,195,1963-04-08,US,9,University of Wisconsin-Stevens Point
1995,25,POR,3,Clifford Robinson,SF,6-10,225,1966-12-16,US,5,UConn
1995,25,POR,26,James Robinson,PG,6-2,180,1970-08-31,US,1,Alabama
1995,25,POR,1,Rod Strickland,PG,6-3,175,1966-07-11,US,6,DePaul
1995,25,POR,33,Otis Thorpe,PF,6-9,225,1962-08-05,US,10,Providence
1995,25,POR,52,Buck Williams,PF,6-8,215,1960-03-08,US,13,Maryland
