SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1995,24,PHO,22,Danny Ainge,SG,6-4,175,1959-03-17,US,13,BYU
1995,24,PHO,34,Charles Barkley,PF,6-6,252,1963-02-20,US,10,Auburn
1995,24,PHO,12,Richard Dumas,SF,6-7,200,1969-05-19,US,1,Oklahoma State
1995,24,PHO,45,A.C. Green,SF,6-9,220,1963-10-04,US,9,Oregon State
1995,24,PHO,7,Kevin Johnson,PG,6-1,180,1966-03-04,US,7,California
1995,24,PHO,35,Joe Kleine,C,6-11,255,1962-01-04,US,9,"Notre Dame, Arkansas"
1995,24,PHO,21,Antonio Lang,SF,6-8,205,1972-05-15,US,R,Duke
1995,24,PHO,9,Dan Majerle,SF,6-6,215,1965-09-09,US,6,Central Michigan University
1995,24,PHO,15,Danny Manning,PF,6-10,230,1966-05-17,US,6,Kansas
1995,24,PHO,2,Elliot Perry,PG,6-0,150,1969-03-28,US,2,Memphis
1995,24,PHO,11,Wesley Person,SG,6-6,195,1971-03-28,US,R,Auburn
1995,24,PHO,8,Trevor Ruffin,PG,6-1,185,1970-09-26,US,R,Hawaii
1995,24,PHO,24,Danny Schayes,C,6-11,235,1959-05-10,US,13,Syracuse
1995,24,PHO,4,Aaron Swinson,SF,6-5,230,1971-01-09,US,R,Auburn
1995,24,PHO,23,Wayman Tisdale,PF,6-9,240,1964-06-09,US,9,Oklahoma
